Název okresu,year_num,month_num,cena_count,cena_m2_mean,cena_mean
Český Krumlov,2021,11,52,76649,5162579
Český Krumlov,2021,12,57,79733,5511149
Český Krumlov,2022,1,51,84310,5530698
Český Krumlov,2022,2,58,76258,5176881
Český Krumlov,2022,3,61,71343,4688127
Český Krumlov,2022,4,82,68434,4911939
Český Krumlov,2022,5,79,67468,4772113
Český Krumlov,2022,6,90,68243,4954648
Český Krumlov,2022,7,119,73304,4707000
Český Krumlov,2022,8,122,73322,4638851
Šumperk,2020,3,84,29425,2022862
Šumperk,2020,4,99,29353,1941477
Šumperk,2020,5,96,30669,1991931
Šumperk,2020,6,73,31721,2048118
Šumperk,2020,7,70,30361,1942966
Šumperk,2020,8,66,31162,2062469
Šumperk,2020,9,56,31203,2040303
Šumperk,2020,10,57,33897,2184799
Šumperk,2020,12,50,33137,2032021
Šumperk,2021,1,36,34084,1958557
Šumperk,2021,2,31,32120,1910943
Šumperk,2021,3,27,30732,1868909
Šumperk,2021,4,24,39380,2280106
Šumperk,2021,6,51,44142,2449836
Šumperk,2021,7,47,43101,2456545
Šumperk,2021,8,51,40015,2323502
Šumperk,2021,9,56,39234,2476857
Šumperk,2021,10,47,38860,2833117
Šumperk,2021,11,47,39171,2814702
Šumperk,2021,12,59,41573,2844203
Šumperk,2022,1,51,45481,2970078
Šumperk,2022,2,59,43038,3038457
Šumperk,2022,3,55,46076,2948748
Šumperk,2022,4,85,49363,2905576
Šumperk,2022,5,71,48107,2873345
Šumperk,2022,6,91,47333,2972901
Šumperk,2022,7,110,44415,2896218
Šumperk,2022,8,121,46493,2918925
Žďár nad Sázavou,2020,3,38,39549,2319789
Žďár nad Sázavou,2020,4,38,40410,2487789
Žďár nad Sázavou,2020,5,36,39981,2417113
Žďár nad Sázavou,2020,6,27,40802,2434888
Žďár nad Sázavou,2020,7,31,38740,2403879
Žďár nad Sázavou,2020,8,22,39201,2290909
Žďár nad Sázavou,2020,9,20,36273,2443500
Žďár nad Sázavou,2020,10,15,35625,2498466
Žďár nad Sázavou,2020,12,17,43443,3462617
Žďár nad Sázavou,2021,1,9,40653,2802222
Žďár nad Sázavou,2021,2,7,46918,3970357
Žďár nad Sázavou,2021,3,13,41857,3237153
Žďár nad Sázavou,2021,4,4,43518,3632500
Žďár nad Sázavou,2021,6,28,57669,3842366
Žďár nad Sázavou,2021,7,28,56547,3832248
Žďár nad Sázavou,2021,8,26,56526,4024960
Žďár nad Sázavou,2021,9,25,55891,4046478
Žďár nad Sázavou,2021,10,22,59949,4233763
Žďár nad Sázavou,2021,11,24,54034,4138366
Žďár nad Sázavou,2021,12,36,60523,4219208
Žďár nad Sázavou,2022,1,41,61446,4260329
Žďár nad Sázavou,2022,2,41,63788,4106743
Žďár nad Sázavou,2022,3,36,66865,4220375
Žďár nad Sázavou,2022,4,48,65338,4188172
Žďár nad Sázavou,2022,5,46,66628,4005630
Žďár nad Sázavou,2022,6,31,65074,3554370
Žďár nad Sázavou,2022,7,58,65438,4264827
Žďár nad Sázavou,2022,8,69,65103,4499181
