Název okresu,year_num,month_num,cena_count,cena_m2_mean,cena_mean
Písek,2021,9,43,50967,3815439
Písek,2021,10,43,54033,3908881
Písek,2021,11,45,52636,3937282
Písek,2021,12,40,56893,4137667
Písek,2022,1,50,56441,3980434
Písek,2022,2,44,58274,4220402
Písek,2022,3,52,63657,4448244
Písek,2022,4,60,63880,4426478
Písek,2022,5,48,63459,4499435
Písek,2022,6,60,65584,4996019
Písek,2022,7,72,60600,4591460
Písek,2022,8,86,61610,4540570
Přerov,2020,3,91,27554,1770715
Přerov,2020,4,75,27640,1830167
Přerov,2020,5,75,26758,1614657
Přerov,2020,6,54,29137,1845876
Přerov,2020,7,64,29142,1904184
Přerov,2020,8,65,28001,1911253
Přerov,2020,9,64,28632,1964672
Přerov,2020,10,64,30695,2099162
Přerov,2020,12,49,32034,2165954
Přerov,2021,1,46,33508,2181451
Přerov,2021,2,32,33334,2357086
Přerov,2021,3,34,35588,2368111
Přerov,2021,4,30,38685,2620874
Přerov,2021,6,36,37222,2394722
Přerov,2021,7,26,38257,2390346
Přerov,2021,8,27,43806,2419355
Přerov,2021,9,32,44641,2290401
Přerov,2021,10,28,44449,2533151
Přerov,2021,11,32,44275,2524847
Přerov,2021,12,33,47459,2725037
Přerov,2022,1,34,49426,2937271
Přerov,2022,2,31,48630,3178523
Přerov,2022,3,49,52905,3167365
Přerov,2022,4,63,51015,3195611
Přerov,2022,5,57,53598,3186419
Přerov,2022,6,69,51697,3198835
Přerov,2022,7,82,50953,3180965
Přerov,2022,8,106,49553,2977535
Příbram,2020,3,56,42169,2907530
Příbram,2020,4,51,41860,2923817
Příbram,2020,5,45,41125,2846348
Příbram,2020,6,29,41348,2462275
Příbram,2020,7,22,43141,2930227
Příbram,2020,8,44,44436,3068061
Příbram,2020,9,58,46565,3151312
Příbram,2020,10,54,43049,2627968
Příbram,2020,12,51,51147,3005202
Příbram,2021,1,39,50800,3151940
Příbram,2021,2,49,53673,3471211
Příbram,2021,3,50,54855,3368287
Příbram,2021,4,34,52425,3489376
Příbram,2021,6,60,59656,4217982
Příbram,2021,7,48,59292,4583529
Příbram,2021,8,65,58073,4113672
Příbram,2021,9,50,61551,4129377
Příbram,2021,10,48,56736,4580484
Příbram,2021,11,44,56117,4790139
Příbram,2021,12,34,54951,4882758
Příbram,2022,1,50,57606,4355027
Příbram,2022,2,44,59903,4799673
Příbram,2022,3,45,60543,4619074
Příbram,2022,4,58,60674,4390287
Příbram,2022,5,45,59759,4429911
Příbram,2022,6,58,60740,4241741
Příbram,2022,7,89,73408,4955567
Příbram,2022,8,105,71359,4960774
Rakovník,2020,3,11,30557,2447818
Rakovník,2020,4,18,34815,2399388
Rakovník,2020,5,18,34761,2262277
Rakovník,2020,6,13,38503,2173307
Rakovník,2020,7,10,38658,2474900
Rakovník,2020,8,18,36994,2153722
Rakovník,2020,9,30,39035,2395966
Rakovník,2020,10,39,37173,2430461
Rakovník,2020,12,41,39503,2450658
Rakovník,2021,1,36,36152,2415611
Rakovník,2021,2,22,38111,2697227
Rakovník,2021,3,21,36843,2570904
Rakovník,2021,4,23,36124,2794478
Rakovník,2021,6,30,44048,2936294
Rakovník,2021,7,31,45107,2857833
Rakovník,2021,8,41,50823,2939786
Rakovník,2021,9,38,55175,3251934
Rakovník,2021,10,36,51174,2868217
Rakovník,2021,11,31,52416,3102277
Rakovník,2021,12,31,55355,3352346
Rakovník,2022,1,38,57019,3375746
Rakovník,2022,2,35,62383,3720677
Rakovník,2022,3,37,58865,3780957
Rakovník,2022,4,46,59260,3639792
Rakovník,2022,5,42,61974,3707035
Rakovník,2022,6,44,63930,3614799
Rakovník,2022,7,55,64165,3774673
Rakovník,2022,8,60,62418,3821250
Rokycany,2020,3,79,43605,2763613
Rokycany,2020,4,29,32647,2297718
Rokycany,2020,5,35,35339,2614039
Rokycany,2020,6,41,37542,2717975
Rokycany,2020,7,29,36703,2770823
Rokycany,2020,8,29,38788,2878212
Rokycany,2020,9,33,37431,2898065
Rokycany,2020,10,32,37003,2878865
Rokycany,2020,12,25,36786,3017660
Rokycany,2021,1,32,38462,2797524
Rokycany,2021,2,31,38719,2658249
Rokycany,2021,3,29,39950,2730913
Rokycany,2021,4,24,42241,2738583
Rokycany,2021,6,19,96873,2869842
Rokycany,2021,7,14,43823,2884020
Rokycany,2021,8,21,48211,3297745
Rokycany,2021,9,20,44463,2902732
Rokycany,2021,10,15,43461,2855066
Rokycany,2021,11,13,48594,3562076
Rokycany,2021,12,17,49148,3722058
Rokycany,2022,1,25,57119,4038920
Rokycany,2022,2,19,53790,3872421
Rokycany,2022,3,33,53037,3648060
Rokycany,2022,4,41,54499,3377560
Rokycany,2022,5,34,54270,3588270
Rokycany,2022,6,38,53733,3508031
Rokycany,2022,7,30,54735,3636333
Rokycany,2022,8,35,53981,3587329
Rychnov nad Kněžnou,2020,3,77,33613,2282987
Rychnov nad Kněžnou,2020,4,75,33906,2266880
Rychnov nad Kněžnou,2020,5,74,34285,2300216
Rychnov nad Kněžnou,2020,6,67,34301,2536776
Rychnov nad Kněžnou,2020,7,53,34345,2708867
Rychnov nad Kněžnou,2020,8,55,36108,2656254
Rychnov nad Kněžnou,2020,9,60,36322,2549516
Rychnov nad Kněžnou,2020,10,43,34669,2601186
Rychnov nad Kněžnou,2020,12,36,39160,2580055
Rychnov nad Kněžnou,2021,1,34,52826,2817411
Rychnov nad Kněžnou,2021,2,26,43867,2923576
Rychnov nad Kněžnou,2021,3,13,34496,2975000
Rychnov nad Kněžnou,2021,4,26,45344,3150319
Rychnov nad Kněžnou,2021,6,26,53353,3423853
Rychnov nad Kněžnou,2021,7,31,52776,3351651
Rychnov nad Kněžnou,2021,8,25,50784,2968680
Rychnov nad Kněžnou,2021,9,19,60564,3376536
Rychnov nad Kněžnou,2021,10,18,53289,3494666
Rychnov nad Kněžnou,2021,11,24,62541,3661425
Rychnov nad Kněžnou,2021,12,38,60653,3917171
Rychnov nad Kněžnou,2022,1,34,64258,3686264
Rychnov nad Kněžnou,2022,2,35,59362,3653185
Rychnov nad Kněžnou,2022,3,36,62891,3505569
Rychnov nad Kněžnou,2022,4,47,62844,3474502
Rychnov nad Kněžnou,2022,5,34,68284,3949632
Rychnov nad Kněžnou,2022,6,67,67054,3930295
Rychnov nad Kněžnou,2022,7,63,63899,3792950
Rychnov nad Kněžnou,2022,8,62,64757,3795741
Semily,2020,3,67,60639,3751597
Semily,2020,4,81,63888,3785587
Semily,2020,5,82,63307,3777175
Semily,2020,6,73,67605,4027731
Semily,2020,7,75,69300,4274551
Semily,2020,8,66,67526,4039786
Semily,2020,9,71,67068,3960293
Semily,2020,10,52,66357,3771099
Semily,2020,12,41,75667,3966728
Semily,2021,1,49,83655,4548971
Semily,2021,2,39,82166,4485750
Semily,2021,3,63,91361,4827595
Semily,2021,4,52,92657,5580143
Semily,2021,6,50,96907,5986687
Semily,2021,7,39,79732,4998017
Semily,2021,8,53,108227,6169543
Semily,2021,9,65,111742,6290772
Semily,2021,10,70,110955,6146960
Semily,2021,11,54,122222,6992779
Semily,2021,12,60,112980,6664283
Semily,2022,1,75,108630,6253292
Semily,2022,2,76,113941,6727635
Semily,2022,3,63,106258,6464428
Semily,2022,4,67,101397,6202530
Semily,2022,5,63,101283,6244871
Semily,2022,6,67,108900,6740103
Semily,2022,7,81,106762,6240955
Semily,2022,8,78,112224,6554088
Sokolov,2020,3,99,16792,1020029
Sokolov,2020,4,96,16564,1021942
Sokolov,2020,5,96,16713,1008005
Sokolov,2020,6,58,16472,973681
Sokolov,2020,7,87,17061,1019442
Sokolov,2020,8,74,16640,988060
Sokolov,2020,9,93,17079,979048
Sokolov,2020,10,95,17315,1040299
Sokolov,2020,12,94,17292,992117
Sokolov,2021,1,76,17334,1011315
Sokolov,2021,2,63,18327,1113301
Sokolov,2021,3,65,18311,1096107
Sokolov,2021,4,55,17358,1012763
Sokolov,2021,6,75,21101,1294193
Sokolov,2021,7,63,21330,1354452
Sokolov,2021,8,53,21561,1369226
Sokolov,2021,9,56,21456,1382499
Sokolov,2021,10,58,23476,1376289
Sokolov,2021,11,50,24189,1397879
Sokolov,2021,12,58,28695,1580436
Sokolov,2022,1,72,27211,1534972
Sokolov,2022,2,93,27910,1656698
Sokolov,2022,3,80,30603,1748731
Sokolov,2022,4,115,28921,1635560
Sokolov,2022,5,94,29350,1651781
Sokolov,2022,6,119,28625,1580726
Sokolov,2022,7,137,29046,1632987
Sokolov,2022,8,158,28927,1609880
Strakonice,2020,3,27,33350,1841601
Strakonice,2020,4,24,34697,1967301
Strakonice,2020,5,16,36844,1910140
Strakonice,2020,6,22,35253,1958318
Strakonice,2020,7,25,37273,2138889
Strakonice,2020,8,21,36278,1914630
Strakonice,2020,9,39,36907,2282808
Strakonice,2020,10,33,36712,2418756
Strakonice,2020,12,23,36311,2812589
Strakonice,2021,1,10,37706,2630600
Strakonice,2021,2,20,32597,2528650
Strakonice,2021,3,21,31521,2397476
Strakonice,2021,4,9,30167,2593555
Strakonice,2021,6,12,38445,2490333
Strakonice,2021,7,13,39762,2685692
Strakonice,2021,8,14,41351,3033214
Strakonice,2021,9,14,43817,3492428
Strakonice,2021,10,8,45415,3330500
Strakonice,2021,11,20,45164,3347262
Strakonice,2021,12,22,42678,3136986
Strakonice,2022,1,28,44735,3262274
Strakonice,2022,2,31,47189,3248957
Strakonice,2022,3,34,49257,3226864
Strakonice,2022,4,51,47609,3179980
Strakonice,2022,5,44,46343,3132954
Strakonice,2022,6,50,49266,3245599
Strakonice,2022,7,52,49523,3238187
Strakonice,2022,8,58,49200,3106871
Svitavy,2020,3,52,28278,1838727
Svitavy,2020,4,47,29772,2035719
Svitavy,2020,5,53,32277,2084430
Svitavy,2020,6,41,30793,2074202
Svitavy,2020,7,37,32866,2161387
Svitavy,2020,8,41,35404,2211666
Svitavy,2020,9,38,32967,2292477
Svitavy,2020,10,40,34900,2370078
Svitavy,2020,12,41,36755,2549722
Svitavy,2021,1,34,35658,2471680
Svitavy,2021,2,38,35791,2462924
Svitavy,2021,3,43,34658,2481959
Svitavy,2021,4,37,36674,2580822
Svitavy,2021,6,36,42147,2603169
Svitavy,2021,7,36,41681,2614889
Svitavy,2021,8,38,89838,2587552
Svitavy,2021,9,28,106456,2728587
Svitavy,2021,10,38,46877,2830432
Svitavy,2021,11,35,43191,2664432
Svitavy,2021,12,41,44496,2781335
Svitavy,2022,1,33,44593,2787871
Svitavy,2022,2,42,45163,2902883
Svitavy,2022,3,32,49700,2932333
Svitavy,2022,4,49,50670,3145564
Svitavy,2022,5,49,51143,3114850
Svitavy,2022,6,50,51928,3307541
Svitavy,2022,7,71,50955,3432224
Svitavy,2022,8,73,51893,3435231
Tachov,2020,3,65,28453,1710323
Tachov,2020,4,65,27722,1650863
Tachov,2020,5,57,29085,1698063
Tachov,2020,6,63,28846,1746314
Tachov,2020,7,58,28985,1685194
Tachov,2020,8,55,30305,1742829
Tachov,2020,9,55,30629,1661445
Tachov,2020,10,50,30373,1685206
Tachov,2020,12,51,30337,1720913
Tachov,2021,1,52,30352,1724780
Tachov,2021,2,67,30118,1859849
Tachov,2021,3,55,31887,1872634
Tachov,2021,4,38,32209,1919497
Tachov,2021,6,25,30578,1931360
Tachov,2021,7,21,27679,1840761
Tachov,2021,8,19,32245,1970573
Tachov,2021,9,23,33143,1954126
Tachov,2021,10,29,35384,2382579
Tachov,2021,11,21,37854,2554042
Tachov,2021,12,24,36657,2613291
Tachov,2022,1,25,39030,2577239
Tachov,2022,2,26,40659,2507846
Tachov,2022,3,27,42126,2475666
Tachov,2022,4,33,43717,2725424
Tachov,2022,5,24,43872,2764375
Tachov,2022,6,26,44511,2831961
Tachov,2022,7,33,45533,2889636
Tachov,2022,8,42,45348,2861547
Teplice,2020,3,224,15872,1129203
Teplice,2020,4,205,15582,1103422
Teplice,2020,5,233,15728,1076009
Teplice,2020,6,209,15794,1063426
Teplice,2020,7,166,16707,1154408
Teplice,2020,8,210,16866,1177354
Teplice,2020,9,239,16388,1123326
Teplice,2020,10,237,15975,1123857
Teplice,2020,12,218,17912,1229940
Teplice,2021,1,210,17604,1247110
Teplice,2021,2,177,18945,1352798
Teplice,2021,3,179,19555,1410400
Teplice,2021,4,140,21322,1561318
Teplice,2021,6,169,22438,1463398
Teplice,2021,7,180,23797,1559155
Teplice,2021,8,159,21814,1433762
Teplice,2021,9,176,23261,1348934
Teplice,2021,10,159,24221,1416015
Teplice,2021,11,158,24126,1441871
Teplice,2021,12,172,26150,1631245
Teplice,2022,1,202,26604,1577504
Teplice,2022,2,228,28106,1688321
Teplice,2022,3,214,31374,1868279
Teplice,2022,4,304,30234,1775000
Teplice,2022,5,261,29777,1729333
Teplice,2022,6,268,29648,1720344
Teplice,2022,7,313,29566,1751328
Teplice,2022,8,318,29498,1682958
Trutnov,2020,3,145,61305,3841867
Trutnov,2020,4,139,56775,3765998
Trutnov,2020,5,131,57866,3615903
Trutnov,2020,6,118,58436,3722571
Trutnov,2020,7,104,62463,3907044
Trutnov,2020,8,90,63021,3917173
Trutnov,2020,9,105,67030,4214121
Trutnov,2020,10,108,63911,4035099
Trutnov,2020,12,119,74742,4806159
Trutnov,2021,1,102,73807,4806585
Trutnov,2021,2,88,87174,5220267
Trutnov,2021,3,89,84778,5311576
Trutnov,2021,4,76,86643,5274976
Trutnov,2021,6,108,82710,5347244
Trutnov,2021,7,95,79477,5226027
Trutnov,2021,8,124,79360,5473882
Trutnov,2021,9,128,79920,5746924
Trutnov,2021,10,125,85594,5852179
Trutnov,2021,11,156,96122,5791278
Trutnov,2021,12,111,92103,5772922
Trutnov,2022,1,100,100182,5757546
Trutnov,2022,2,115,93190,5583819
Trutnov,2022,3,134,93302,5767677
Trutnov,2022,4,147,94456,5769394
Trutnov,2022,5,139,94872,6120509
Trutnov,2022,6,171,90239,5456200
Trutnov,2022,7,173,85288,5301178
Trutnov,2022,8,216,91004,5256096
Tábor,2020,3,75,35014,2520286
Tábor,2020,4,71,33846,2370091
Tábor,2020,5,71,33888,2342112
Tábor,2020,6,41,34469,2254341
Tábor,2020,7,43,36733,2557534
Tábor,2020,8,46,38261,2604717
Tábor,2020,9,37,41147,2703189
Tábor,2020,10,32,37000,2655187
Tábor,2020,12,48,37662,2777458
Tábor,2021,1,44,38308,2511318
Tábor,2021,2,31,42586,2772548
Tábor,2021,3,25,40305,2717760
Tábor,2021,4,20,41850,2868400
Tábor,2021,6,37,41360,2776594
Tábor,2021,7,41,43515,2817514
Tábor,2021,8,51,40678,2651100
Tábor,2021,9,44,42214,2825595
Tábor,2021,10,36,46453,2966252
Tábor,2021,11,37,47537,3304410
Tábor,2021,12,36,50638,3413111
Tábor,2022,1,37,50166,3407243
Tábor,2022,2,63,62981,3922444
Tábor,2022,3,70,61832,3623442
Tábor,2022,4,82,61820,3827454
Tábor,2022,5,78,63264,4077454
Tábor,2022,6,59,57891,3839244
Tábor,2022,7,89,56219,3994750
Tábor,2022,8,104,57128,3974450
Třebíč,2020,3,40,34583,2500700
Třebíč,2020,4,35,35728,2533885
Třebíč,2020,5,36,36314,2536666
Třebíč,2020,6,30,38052,2448900
Třebíč,2020,7,31,36182,2468161
Třebíč,2020,8,31,39518,2860677
Třebíč,2020,9,30,38858,2885600
Třebíč,2020,10,31,40140,2808870
Třebíč,2020,12,21,43825,3090714
Třebíč,2021,1,24,45375,2852250
Třebíč,2021,2,18,46709,2680277
Třebíč,2021,3,18,45497,2921555
Třebíč,2021,4,18,46729,2690111
Třebíč,2021,6,26,46598,3468098
Třebíč,2021,7,25,49925,3468142
Třebíč,2021,8,31,49344,3510592
Třebíč,2021,9,23,50080,3419521
Třebíč,2021,10,32,55889,3955003
Třebíč,2021,11,23,57494,3463286
Třebíč,2021,12,34,56551,3875379
Třebíč,2022,1,37,59981,3761376
Třebíč,2022,2,31,58778,3941945
Třebíč,2022,3,33,59129,4104328
Třebíč,2022,4,39,57604,4004249
Třebíč,2022,5,26,55332,3865180
Třebíč,2022,6,32,59673,3725527
Třebíč,2022,7,49,63923,4436425
Třebíč,2022,8,47,64682,4445272
Uherské Hradiště,2020,3,48,36815,2937812
Uherské Hradiště,2020,4,53,39063,2895113
Uherské Hradiště,2020,5,62,39592,3235838
Uherské Hradiště,2020,6,56,43335,3387160
Uherské Hradiště,2020,7,41,39601,3263707
Uherské Hradiště,2020,8,46,37724,3245456
Uherské Hradiště,2020,9,39,39884,3342692
Uherské Hradiště,2020,10,35,40591,3514142
Uherské Hradiště,2020,12,29,45631,3954172
Uherské Hradiště,2021,1,24,46310,3946666
Uherské Hradiště,2021,2,23,45231,3506347
Uherské Hradiště,2021,3,30,48036,3634366
Uherské Hradiště,2021,4,34,47107,3554205
Uherské Hradiště,2021,6,13,51052,4665307
Uherské Hradiště,2021,7,17,53698,4237000
Uherské Hradiště,2021,8,14,52547,4320642
Uherské Hradiště,2021,9,12,49680,4800750
Uherské Hradiště,2021,10,9,51291,4063222
Uherské Hradiště,2021,11,13,53259,3780692
Uherské Hradiště,2021,12,26,58002,4332692
Uherské Hradiště,2022,1,18,56753,4327444
Uherské Hradiště,2022,2,20,60739,4433150
Uherské Hradiště,2022,3,18,56093,4276666
Uherské Hradiště,2022,4,21,62712,4111142
Uherské Hradiště,2022,5,25,60865,3668520
Uherské Hradiště,2022,6,33,64634,4461751
Uherské Hradiště,2022,7,60,64447,4364046
Uherské Hradiště,2022,8,66,65273,4395266
Vsetín,2020,3,92,37728,2323444
Vsetín,2020,4,75,38755,2432100
Vsetín,2020,5,83,36622,2416331
Vsetín,2020,6,50,37274,2400693
Vsetín,2020,7,60,41700,2675478
Vsetín,2020,8,55,38763,2551375
Vsetín,2020,9,61,48040,3129109
Vsetín,2020,10,63,47326,3081138
Vsetín,2020,12,47,49030,3184010
Vsetín,2021,1,51,52754,3523803
Vsetín,2021,2,33,53078,3418717
Vsetín,2021,3,32,53623,3581584
Vsetín,2021,4,30,53390,3487289
Vsetín,2021,6,40,52972,3138072
Vsetín,2021,7,38,54106,3308997
Vsetín,2021,8,47,51042,3195286
Vsetín,2021,9,46,49253,2984394
Vsetín,2021,10,32,49867,3012800
Vsetín,2021,11,48,62656,3757803
Vsetín,2021,12,44,57338,3313657
Vsetín,2022,1,42,58084,3302307
Vsetín,2022,2,49,53454,3005990
Vsetín,2022,3,48,51334,3017182
Vsetín,2022,4,58,54650,3193199
Vsetín,2022,5,51,59265,3545019
Vsetín,2022,6,66,57241,3514068
Vsetín,2022,7,67,58705,3654539
Vsetín,2022,8,84,57633,3452270
Vyškov,2020,3,121,48425,3287980
Vyškov,2020,4,112,47416,3219193
Vyškov,2020,5,96,47722,3267384
Vyškov,2020,6,72,45834,3302318
Vyškov,2020,7,51,44593,3521381
Vyškov,2020,8,59,46844,3385572
Vyškov,2020,9,82,47508,3384939
Vyškov,2020,10,74,48671,3567428
Vyškov,2020,12,55,54018,3732449
Vyškov,2021,1,41,55768,3826909
Vyškov,2021,2,38,55099,4063905
Vyškov,2021,3,40,57149,4370227
Vyškov,2021,4,41,56358,4368297
Vyškov,2021,6,29,57141,4487977
Vyškov,2021,7,33,59914,4470712
Vyškov,2021,8,38,62201,4923923
Vyškov,2021,9,32,60842,5011205
Vyškov,2021,10,36,56564,4540835
Vyškov,2021,11,23,58197,4506740
Vyškov,2021,12,39,68599,5028973
Vyškov,2022,1,44,76174,5234256
Vyškov,2022,2,64,67023,5569284
Vyškov,2022,3,59,75129,5789760
Vyškov,2022,4,68,72963,5688863
Vyškov,2022,5,62,74603,5974266
Vyškov,2022,6,70,72278,5757253
Vyškov,2022,7,83,73823,5433372
Vyškov,2022,8,95,68570,5455580
Zlín,2020,3,143,45920,3380652
Zlín,2020,4,172,46068,3488699
Zlín,2020,5,181,50447,3980553
Zlín,2020,6,127,51291,3774783
Zlín,2020,7,145,49138,3591360
Zlín,2020,8,179,51924,3956963
Zlín,2020,9,191,53070,4032813
Zlín,2020,10,185,51180,3903917
Zlín,2020,12,147,57861,4491770
Zlín,2021,1,142,58447,4462297
Zlín,2021,2,132,59055,4515535
Zlín,2021,3,139,58755,4643804
Zlín,2021,4,137,60098,4749230
Zlín,2021,6,85,62076,4441533
Zlín,2021,7,95,60670,4361480
Zlín,2021,8,93,63344,4464347
Zlín,2021,9,111,62473,4494788
Zlín,2021,10,76,65585,4522219
Zlín,2021,11,69,68098,4738804
Zlín,2021,12,81,67680,4695303
Zlín,2022,1,85,65651,4645788
Zlín,2022,2,93,63542,4887598
Zlín,2022,3,105,68852,5242067
Zlín,2022,4,129,69870,5205363
Zlín,2022,5,121,71403,5157399
Zlín,2022,6,143,73260,5481399
Zlín,2022,7,179,73464,5139539
Zlín,2022,8,198,76785,5539790
Znojmo,2020,3,100,38160,2795065
Znojmo,2020,4,95,37801,2811919
Znojmo,2020,5,103,37594,2808503
Znojmo,2020,6,101,36435,2789806
Znojmo,2020,7,74,35876,2738843
Znojmo,2020,8,84,38328,2873096
Znojmo,2020,9,71,37637,2807534
Znojmo,2020,10,66,37726,2886127
Znojmo,2020,12,66,42798,3196682
Znojmo,2021,1,55,44147,3370798
Znojmo,2021,2,54,43672,3597366
Znojmo,2021,3,46,42728,3473743
Znojmo,2021,4,48,41824,3403230
Znojmo,2021,6,35,49104,3496291
Znojmo,2021,7,43,47247,3941611
Znojmo,2021,8,51,46747,3777599
Znojmo,2021,9,30,49327,3738766
Znojmo,2021,10,32,53181,3889072
Znojmo,2021,11,36,52195,3828231
Znojmo,2021,12,36,53770,4453723
Znojmo,2022,1,38,52528,4393846
Znojmo,2022,2,47,58183,4949999
Znojmo,2022,3,60,55259,4795739
Znojmo,2022,4,73,56364,4516231
Znojmo,2022,5,87,57798,4510593
Znojmo,2022,6,81,60545,4436645
Znojmo,2022,7,102,61274,4395209
Znojmo,2022,8,116,61182,4379984
Ústí nad Labem,2020,3,136,21748,1452676
Ústí nad Labem,2020,4,121,21935,1498677
Ústí nad Labem,2020,5,132,22261,1518363
Ústí nad Labem,2020,6,123,22921,1510243
Ústí nad Labem,2020,7,94,22701,1589185
Ústí nad Labem,2020,8,124,21898,1446415
Ústí nad Labem,2020,9,108,22850,1487322
Ústí nad Labem,2020,10,115,20541,1381486
Ústí nad Labem,2020,12,91,23892,1633905
Ústí nad Labem,2021,1,79,25065,1737327
Ústí nad Labem,2021,2,71,23643,1531788
Ústí nad Labem,2021,3,70,24425,1611357
Ústí nad Labem,2021,4,69,28661,1825275
Ústí nad Labem,2021,6,88,33409,2236962
Ústí nad Labem,2021,7,95,32935,2202559
Ústí nad Labem,2021,8,105,34732,2217445
Ústí nad Labem,2021,9,102,35727,2260145
Ústí nad Labem,2021,10,115,36229,2411289
Ústí nad Labem,2021,11,101,36305,2322592
Ústí nad Labem,2021,12,125,40365,2373798
Ústí nad Labem,2022,1,140,38955,2292880
Ústí nad Labem,2022,2,163,40935,2535277
Ústí nad Labem,2022,3,146,40893,2549602
Ústí nad Labem,2022,4,192,41868,2518776
Ústí nad Labem,2022,5,172,41719,2618749
Ústí nad Labem,2022,6,195,42200,2608730
Ústí nad Labem,2022,7,235,40689,2551331
Ústí nad Labem,2022,8,252,40616,2507733
Ústí nad Orlicí,2020,3,84,28197,1853661
Ústí nad Orlicí,2020,4,77,30269,1982644
Ústí nad Orlicí,2020,5,76,32054,1946315
Ústí nad Orlicí,2020,6,63,33444,2051936
Ústí nad Orlicí,2020,7,59,33782,1972489
Ústí nad Orlicí,2020,8,50,33730,2098938
Ústí nad Orlicí,2020,9,57,31991,2032814
Ústí nad Orlicí,2020,10,52,34067,2170911
Ústí nad Orlicí,2020,12,41,37585,2230645
Ústí nad Orlicí,2021,1,38,35397,2366967
Ústí nad Orlicí,2021,2,39,34672,2364920
Ústí nad Orlicí,2021,3,32,36075,2511403
Ústí nad Orlicí,2021,4,39,37990,2644074
Ústí nad Orlicí,2021,6,61,37202,2768421
Ústí nad Orlicí,2021,7,67,37792,2837040
Ústí nad Orlicí,2021,8,55,40608,2701405
Ústí nad Orlicí,2021,9,41,41536,2743097
Ústí nad Orlicí,2021,10,42,45608,3085142
Ústí nad Orlicí,2021,11,36,44778,3213416
Ústí nad Orlicí,2021,12,59,48493,3272593
Ústí nad Orlicí,2022,1,57,49494,3345807
Ústí nad Orlicí,2022,2,62,51255,3284983
Ústí nad Orlicí,2022,3,62,56143,3542774
Ústí nad Orlicí,2022,4,82,57147,3740475
Ústí nad Orlicí,2022,5,68,61443,3806375
Ústí nad Orlicí,2022,6,74,61240,3697297
Ústí nad Orlicí,2022,7,90,57227,3489381
Ústí nad Orlicí,2022,8,92,57059,3508954
Česká Lípa,2020,3,101,27723,1818792
Česká Lípa,2020,4,101,26847,1824851
Česká Lípa,2020,5,102,27071,1854289
Česká Lípa,2020,6,95,26935,1850117
Česká Lípa,2020,7,78,27690,1921958
Česká Lípa,2020,8,90,26605,1791563
Česká Lípa,2020,9,81,27432,1819058
Česká Lípa,2020,10,70,30147,2079328
Česká Lípa,2020,12,53,34045,2530344
Česká Lípa,2021,1,48,38088,2813980
Česká Lípa,2021,2,35,40402,3383176
Česká Lípa,2021,3,45,37817,3016892
Česká Lípa,2021,4,45,44635,3791444
Česká Lípa,2021,6,40,39349,2934500
Česká Lípa,2021,7,52,40983,3042057
Česká Lípa,2021,8,45,40238,3080648
Česká Lípa,2021,9,41,44028,2827463
Česká Lípa,2021,10,49,41132,2476387
Česká Lípa,2021,11,63,40940,2441444
Česká Lípa,2021,12,74,46265,2825935
Česká Lípa,2022,1,78,46181,2680214
Česká Lípa,2022,2,82,46425,2657065
Česká Lípa,2022,3,90,48242,2838343
Česká Lípa,2022,4,123,47874,2833149
Česká Lípa,2022,5,120,47724,2876925
Česká Lípa,2022,6,126,48725,2778817
Česká Lípa,2022,7,152,46738,2834399
Česká Lípa,2022,8,153,45937,2764755
České Budějovice,2020,3,216,45389,3554612
České Budějovice,2020,4,199,46038,3506188
České Budějovice,2020,5,195,47837,3562800
České Budějovice,2020,6,195,44587,3545876
České Budějovice,2020,7,179,45622,3491367
České Budějovice,2020,8,183,46399,3530565
České Budějovice,2020,9,172,48748,3330411
České Budějovice,2020,10,137,49711,3419647
České Budějovice,2020,12,130,50735,3651760
České Budějovice,2021,1,116,51061,3707923
České Budějovice,2021,2,123,51766,3949462
České Budějovice,2021,3,142,60636,4102508
České Budějovice,2021,4,146,61553,4323004
České Budějovice,2021,6,154,65176,4409011
České Budějovice,2021,7,141,66301,4403117
České Budějovice,2021,8,198,69863,4435430
České Budějovice,2021,9,154,68152,4821440
České Budějovice,2021,10,145,72742,5142103
České Budějovice,2021,11,156,73210,5311149
České Budějovice,2021,12,173,78059,5304947
České Budějovice,2022,1,205,79465,5343654
České Budějovice,2022,2,206,79974,5362861
České Budějovice,2022,3,195,80097,5554012
České Budějovice,2022,4,247,79100,5445994
České Budějovice,2022,5,224,79301,5517305
České Budějovice,2022,6,245,76883,5194872
České Budějovice,2022,7,318,78866,5203919
České Budějovice,2022,8,338,76061,5155997
Český Krumlov,2020,3,123,45194,3283921
Český Krumlov,2020,4,121,45546,3456963
Český Krumlov,2020,5,110,46627,3382476
Český Krumlov,2020,6,99,44734,3242343
Český Krumlov,2020,7,93,45703,3495427
Český Krumlov,2020,8,85,45322,3481571
Český Krumlov,2020,9,75,44743,3368267
Český Krumlov,2020,10,71,43332,3340275
Český Krumlov,2020,12,45,44811,3283700
Český Krumlov,2021,1,39,43669,3077025
Český Krumlov,2021,2,36,47313,2834073
Český Krumlov,2021,3,22,44223,2950954
Český Krumlov,2021,4,22,47319,2843590
Český Krumlov,2021,6,38,78977,4857582
Český Krumlov,2021,7,42,85243,5216383
Český Krumlov,2021,8,45,76889,4558136
Český Krumlov,2021,9,42,73661,4709261
Český Krumlov,2021,10,39,81204,5390223
