Název okresu,typBytu,year_num,month_num,cena_count,cena_m2_mean,cena_mean
Benešov,1+1,2020,3,3,38331,1504666
Benešov,1+1,2020,4,1,66111,2975000
Benešov,1+1,2020,5,1,52222,2350000
Benešov,1+1,2020,6,1,52222,2350000
Benešov,1+1,2020,7,1,52222,2350000
Benešov,1+1,2020,9,1,54444,1960000
Benešov,1+1,2020,10,1,54444,1960000
Benešov,1+1,2020,12,1,26756,990000
Benešov,1+1,2021,4,1,61111,2200000
Benešov,1+1,2021,6,1,55714,1950000
Benešov,1+1,2021,7,1,55714,1950000
Benešov,1+1,2021,8,1,55714,1950000
Benešov,1+1,2021,9,2,48690,1850000
Benešov,1+1,2022,2,1,103750,2490000
Benešov,1+kk,2020,3,1,25000,850000
Benešov,1+kk,2020,4,2,47794,1625000
Benešov,1+kk,2020,5,2,47794,1625000
Benešov,1+kk,2020,6,1,25000,850000
Benešov,1+kk,2020,9,1,25000,850000
Benešov,1+kk,2020,10,3,26596,1083000
Benešov,1+kk,2020,12,1,25000,850000
Benešov,1+kk,2021,1,1,25000,850000
Benešov,1+kk,2021,2,1,25000,850000
Benešov,1+kk,2021,3,1,25000,850000
Benešov,1+kk,2021,4,1,25000,850000
Benešov,1+kk,2021,6,1,25000,850000
Benešov,1+kk,2021,7,2,62300,1670000
Benešov,1+kk,2021,8,2,65948,1975000
Benešov,1+kk,2021,9,2,50000,1550000
Benešov,1+kk,2022,1,4,68730,2564987
Benešov,1+kk,2022,2,4,82313,3086300
Benešov,2+1,2020,3,2,36177,1692500
Benešov,2+1,2020,4,9,42675,2265555
Benešov,2+1,2020,5,8,42035,2245375
Benešov,2+1,2020,6,11,44152,2506000
Benešov,2+1,2020,7,5,41738,2506000
Benešov,2+1,2020,8,14,43080,2538214
Benešov,2+1,2020,9,11,43799,2566363
Benešov,2+1,2020,10,13,44980,2649461
Benešov,2+1,2020,12,5,34524,2243000
Benešov,2+1,2021,1,3,51113,2963333
Benešov,2+1,2021,2,10,42293,2752021
Benešov,2+1,2021,3,6,29604,2690035
Benešov,2+1,2021,4,6,51883,3465035
Benešov,2+1,2021,6,9,50086,2760555
Benešov,2+1,2021,7,12,52374,2787333
Benešov,2+1,2021,8,6,52985,2985000
Benešov,2+1,2021,9,6,56862,3261666
Benešov,2+1,2021,10,9,50827,2818444
Benešov,2+1,2021,11,6,58670,2929333
Benešov,2+1,2021,12,9,56680,3278444
Benešov,2+1,2022,1,3,58787,3293333
Benešov,2+1,2022,2,7,58747,3964142
Benešov,2+kk,2020,3,9,40721,2532795
Benešov,2+kk,2020,4,5,42981,2621070
Benešov,2+kk,2020,5,5,43454,2817270
Benešov,2+kk,2020,6,5,50096,2932270
Benešov,2+kk,2020,8,3,53846,2660000
Benešov,2+kk,2020,9,5,55558,3162270
Benešov,2+kk,2020,10,7,54657,3360907
Benešov,2+kk,2020,12,3,56247,3740400
Benešov,2+kk,2021,1,2,61900,4333000
Benešov,2+kk,2021,2,4,65083,3535000
Benešov,2+kk,2021,3,2,69305,3995000
Benešov,2+kk,2021,4,4,61646,3502145
Benešov,2+kk,2021,6,4,57924,3630250
Benešov,2+kk,2021,7,4,54873,3821500
Benešov,2+kk,2021,8,5,64913,3835000
Benešov,2+kk,2021,9,4,74283,4259750
Benešov,2+kk,2021,10,5,77049,4307800
Benešov,2+kk,2021,11,5,76859,4187800
Benešov,2+kk,2021,12,7,79861,4163564
Benešov,2+kk,2022,1,7,92622,4841992
Benešov,2+kk,2022,2,7,88212,4700564
Benešov,3+1,2020,3,14,37298,2784428
Benešov,3+1,2020,4,13,37116,2892846
Benešov,3+1,2020,5,11,36512,2712363
Benešov,3+1,2020,6,3,39828,3437000
Benešov,3+1,2020,7,5,46151,3480600
Benešov,3+1,2020,8,12,40712,3054333
Benešov,3+1,2020,9,11,40830,2992909
Benešov,3+1,2020,10,14,38735,2897428
Benešov,3+1,2020,12,6,40556,2742333
Benešov,3+1,2021,1,7,41122,2992000
Benešov,3+1,2021,2,5,38652,3264000
Benešov,3+1,2021,3,7,45485,3578428
Benešov,3+1,2021,4,6,49541,3859166
Benešov,3+1,2021,6,9,52921,3847222
Benešov,3+1,2021,7,9,53008,3647222
Benešov,3+1,2021,8,9,55453,3924333
Benešov,3+1,2021,9,2,60100,4074500
Benešov,3+1,2021,10,5,53539,3886000
Benešov,3+1,2021,11,2,50518,3545000
Benešov,3+1,2021,12,7,55105,3952714
Benešov,3+1,2022,1,8,59016,4378624
Benešov,3+1,2022,2,7,60004,4874300
Benešov,3+kk,2020,3,7,57035,4381400
Benešov,3+kk,2020,4,8,56885,4236225
Benešov,3+kk,2020,5,10,51785,4146980
Benešov,3+kk,2020,7,2,43624,3710000
Benešov,3+kk,2020,8,5,53747,4159960
Benešov,3+kk,2020,9,7,51729,3856971
Benešov,3+kk,2020,10,7,47660,3649828
Benešov,3+kk,2020,12,5,54677,3921240
Benešov,3+kk,2021,1,6,51268,3958000
Benešov,3+kk,2021,2,4,54731,4129750
Benešov,3+kk,2021,3,2,41479,2772000
Benešov,3+kk,2021,4,1,35750,2145000
Benešov,3+kk,2021,6,1,67857,4750000
Benešov,3+kk,2021,7,2,68119,4700000
Benešov,3+kk,2021,8,3,70588,4850000
Benešov,3+kk,2021,9,3,67472,4933333
Benešov,3+kk,2021,10,6,59529,4328333
Benešov,3+kk,2021,11,4,61346,5216750
Benešov,3+kk,2021,12,4,66122,4292500
Benešov,3+kk,2022,1,2,96853,7759000
Benešov,3+kk,2022,2,4,77643,5752000
Benešov,4+1,2020,3,1,49987,3999000
Benešov,4+1,2020,4,1,49987,3999000
Benešov,4+1,2020,6,1,46237,3699000
Benešov,4+1,2020,7,1,46237,3699000
Benešov,4+1,2020,8,3,28084,2376333
Benešov,4+1,2020,9,3,26671,2263333
Benešov,4+1,2020,10,3,26000,2143000
Benešov,4+1,2020,12,3,38727,3529666
Benešov,4+1,2021,1,3,38727,3529666
Benešov,4+1,2021,3,2,48780,4000000
Benešov,4+kk,2020,4,4,48983,5004500
Benešov,4+kk,2020,5,5,49083,4963600
Benešov,4+kk,2020,6,3,47424,4859333
Benešov,4+kk,2020,7,2,43742,4300000
Benešov,4+kk,2020,8,2,51610,5334500
Benešov,4+kk,2020,9,4,47015,4639750
Benešov,4+kk,2020,10,3,36133,3261666
Benešov,4+kk,2021,2,1,53051,5199000
Benešov,4+kk,2021,3,2,48998,4644500
Benešov,4+kk,2021,4,4,59099,5322250
Benešov,4+kk,2021,6,3,58211,5730000
Benešov,4+kk,2021,7,2,72502,7395000
Benešov,4+kk,2021,8,2,72502,7395000
Benešov,4+kk,2021,9,2,72502,7395000
Benešov,4+kk,2021,10,6,65128,7513640
Benešov,4+kk,2021,11,6,65128,7513640
Benešov,4+kk,2021,12,5,62230,7758368
Benešov,4+kk,2022,1,4,61161,7836515
Benešov,4+kk,2022,2,4,61161,7836515
Benešov,5+1,2021,8,1,71200,8900000
Benešov,5+1,2021,9,1,63600,7950000
Benešov,5+kk,2020,3,1,25454,2800000
Benešov,5+kk,2020,4,1,25454,2800000
Benešov,5+kk,2020,5,1,25454,2800000
Benešov,Atypický,2020,3,1,25000,400000
Benešov,Atypický,2020,4,1,25000,400000
Benešov,Atypický,2020,5,1,25000,400000
Benešov,Atypický,2020,6,1,25000,400000
Benešov,Atypický,2020,7,2,31250,1400000
Benešov,Atypický,2020,8,1,25000,400000
Benešov,Atypický,2020,9,2,31617,2150000
Benešov,Atypický,2020,10,2,31617,2150000
Benešov,Atypický,2020,12,1,25000,400000
Benešov,Atypický,2021,1,1,25000,400000
Benešov,Atypický,2021,2,1,25000,400000
Benešov,Atypický,2021,3,1,25000,400000
Benešov,Atypický,2021,4,1,25000,400000
Benešov,Atypický,2021,6,1,25000,400000
Benešov,Atypický,2021,7,1,25000,400000
Benešov,Atypický,2021,8,1,25000,400000
Benešov,Atypický,2021,9,1,25000,400000
Benešov,Atypický,2021,12,2,73958,1675000
Benešov,Atypický,2022,1,1,25000,400000
Benešov,Atypický,2022,2,1,142458,5270950
Beroun,1+1,2020,3,2,66749,2390000
Beroun,1+1,2020,4,5,61881,2188000
Beroun,1+1,2020,5,3,57447,2183000
Beroun,1+1,2020,6,3,52753,2019666
Beroun,1+1,2020,7,2,56484,2048000
Beroun,1+1,2020,8,2,50590,1945000
Beroun,1+1,2020,9,1,74964,2099000
Beroun,1+1,2020,12,2,66273,2245000
Beroun,1+1,2021,1,1,89285,2500000
Beroun,1+1,2021,3,2,48658,2125000
Beroun,1+1,2021,4,2,67857,2825000
Beroun,1+1,2021,6,1,72602,2758900
Beroun,1+1,2021,7,1,64285,3150000
Beroun,1+1,2021,8,2,70231,2870000
Beroun,1+1,2021,9,3,68024,2676666
Beroun,1+1,2022,1,1,67085,3153000
Beroun,1+1,2022,2,1,67085,3153000
Beroun,1+kk,2020,3,7,65212,2312714
Beroun,1+kk,2020,4,5,58285,1971800
Beroun,1+kk,2020,5,2,59750,1990000
Beroun,1+kk,2020,6,1,79500,3180000
Beroun,1+kk,2020,7,1,40000,800000
Beroun,1+kk,2020,8,2,69886,2200060
Beroun,1+kk,2020,9,1,60606,1999999
Beroun,1+kk,2020,10,6,64088,2209999
Beroun,1+kk,2020,12,2,86661,3188500
Beroun,1+kk,2021,1,4,76552,2612500
Beroun,1+kk,2021,2,5,84759,3111000
Beroun,1+kk,2021,3,18,82909,3087575
Beroun,1+kk,2021,4,13,84985,3033953
Beroun,1+kk,2021,6,11,89220,3095909
Beroun,1+kk,2021,7,8,89180,2869250
Beroun,1+kk,2021,8,11,85223,2784818
Beroun,1+kk,2021,9,9,94671,3061555
Beroun,1+kk,2021,10,6,82079,2458073
Beroun,1+kk,2021,11,6,84506,3014740
Beroun,1+kk,2021,12,4,102435,3474325
Beroun,1+kk,2022,1,8,85687,2899217
Beroun,1+kk,2022,2,5,86896,2870888
Beroun,2+1,2020,3,7,50797,2982714
Beroun,2+1,2020,4,6,55406,3179833
Beroun,2+1,2020,5,9,53068,3065555
Beroun,2+1,2020,6,11,51931,2882272
Beroun,2+1,2020,7,1,59807,3110000
Beroun,2+1,2020,8,17,56983,3043823
Beroun,2+1,2020,9,17,53678,2956470
Beroun,2+1,2020,10,17,55291,3072882
Beroun,2+1,2020,12,10,55130,3075500
Beroun,2+1,2021,1,8,57563,3169375
Beroun,2+1,2021,2,6,52026,3016666
Beroun,2+1,2021,3,4,53850,2930000
Beroun,2+1,2021,4,1,32886,3190000
Beroun,2+1,2021,6,5,85966,3869060
Beroun,2+1,2021,7,6,81882,3829133
Beroun,2+1,2021,8,9,69404,3500555
Beroun,2+1,2021,9,8,68809,3775550
Beroun,2+1,2021,10,8,67893,3921175
Beroun,2+1,2021,11,6,69946,4165833
Beroun,2+1,2021,12,10,72380,4634520
Beroun,2+1,2022,1,12,71821,4767000
Beroun,2+1,2022,2,12,77322,4532033
Beroun,2+kk,2020,3,37,54831,3345181
Beroun,2+kk,2020,4,35,56506,3240129
Beroun,2+kk,2020,5,35,57048,3141266
Beroun,2+kk,2020,6,14,56948,3610664
Beroun,2+kk,2020,7,3,56763,4487500
Beroun,2+kk,2020,8,2,58563,2948500
Beroun,2+kk,2020,9,12,60520,3437233
Beroun,2+kk,2020,10,14,61367,3393500
Beroun,2+kk,2020,12,16,61505,3402284
Beroun,2+kk,2021,1,17,64238,3618897
Beroun,2+kk,2021,2,16,66387,3683438
Beroun,2+kk,2021,3,24,65960,3750421
Beroun,2+kk,2021,4,24,72983,4214655
Beroun,2+kk,2021,6,18,74661,3913655
Beroun,2+kk,2021,7,23,76154,3950608
Beroun,2+kk,2021,8,27,77492,4212370
Beroun,2+kk,2021,9,17,79799,4245235
Beroun,2+kk,2021,10,21,81474,4249351
Beroun,2+kk,2021,11,22,79933,4291199
Beroun,2+kk,2021,12,14,88984,4173214
Beroun,2+kk,2022,1,22,84167,4432562
Beroun,2+kk,2022,2,15,84493,4345558
Beroun,3+1,2020,3,17,49697,3999176
Beroun,3+1,2020,4,14,48885,3719142
Beroun,3+1,2020,5,12,48906,3746833
Beroun,3+1,2020,6,3,53222,3410000
Beroun,3+1,2020,7,5,48408,3607400
Beroun,3+1,2020,8,13,48985,3738692
Beroun,3+1,2020,9,13,50911,3832538
Beroun,3+1,2020,10,9,50670,4148333
Beroun,3+1,2020,12,8,62454,4534875
Beroun,3+1,2021,1,13,65282,4770615
Beroun,3+1,2021,2,14,59409,4373428
Beroun,3+1,2021,3,9,68047,4964333
Beroun,3+1,2021,4,3,49035,3366333
Beroun,3+1,2021,6,6,66519,4625000
Beroun,3+1,2021,7,5,65627,4692000
Beroun,3+1,2021,8,3,63814,4523333
Beroun,3+1,2021,9,4,66537,5072500
Beroun,3+1,2021,10,6,63914,4832666
Beroun,3+1,2021,11,5,62631,4946200
Beroun,3+1,2021,12,8,67512,5053000
Beroun,3+1,2022,1,8,65528,4764875
Beroun,3+1,2022,2,7,63226,4761857
Beroun,3+kk,2020,3,38,56964,5422960
Beroun,3+kk,2020,4,35,57121,5352453
Beroun,3+kk,2020,5,36,57346,5379171
Beroun,3+kk,2020,6,2,59731,4490000
Beroun,3+kk,2020,7,8,64239,5343623
Beroun,3+kk,2020,8,17,62779,5621078
Beroun,3+kk,2020,9,15,60677,5640848
Beroun,3+kk,2020,10,21,59938,5011628
Beroun,3+kk,2020,12,20,59837,5574975
Beroun,3+kk,2021,1,21,61269,5562182
Beroun,3+kk,2021,2,18,63476,5492426
Beroun,3+kk,2021,3,14,64902,5673339
Beroun,3+kk,2021,4,14,69975,5630546
Beroun,3+kk,2021,6,18,74792,5708343
Beroun,3+kk,2021,7,19,74776,5743067
Beroun,3+kk,2021,8,21,78525,6005414
Beroun,3+kk,2021,9,23,85458,6440326
Beroun,3+kk,2021,10,18,88323,6360944
Beroun,3+kk,2021,11,15,85699,6299800
Beroun,3+kk,2021,12,19,87948,6300247
Beroun,3+kk,2022,1,22,84446,6309986
Beroun,3+kk,2022,2,15,89175,6359733
Beroun,4+1,2020,3,2,46555,4240000
Beroun,4+1,2020,4,3,46389,4423333
Beroun,4+1,2020,5,3,46069,4390000
Beroun,4+1,2020,6,3,46069,4390000
Beroun,4+1,2020,8,1,57073,4680000
Beroun,4+1,2020,9,2,58536,4590000
Beroun,4+1,2020,10,3,54608,4143333
Beroun,4+1,2020,12,1,55466,4160004
Beroun,4+1,2021,4,1,67857,4750000
Beroun,4+1,2021,6,1,58676,3990000
Beroun,4+1,2021,7,1,58676,3990000
Beroun,4+1,2021,8,2,54773,4920000
Beroun,4+1,2021,9,2,55958,4870000
Beroun,4+1,2021,10,1,57596,5990000
Beroun,4+1,2021,11,2,54968,5455000
Beroun,4+1,2021,12,3,61122,6133333
Beroun,4+1,2022,1,1,73431,7490000
Beroun,4+1,2022,2,2,61928,6115000
Beroun,4+kk,2020,3,9,66290,6427888
Beroun,4+kk,2020,4,9,61753,5983444
Beroun,4+kk,2020,5,8,60473,6063875
Beroun,4+kk,2020,6,12,57122,5947466
Beroun,4+kk,2020,7,9,58614,5797733
Beroun,4+kk,2020,8,13,57061,5973046
Beroun,4+kk,2020,9,8,56772,5722000
Beroun,4+kk,2020,10,10,61584,5665800
Beroun,4+kk,2020,12,9,67626,6617555
Beroun,4+kk,2021,1,11,63754,6165777
Beroun,4+kk,2021,2,12,63973,7006500
Beroun,4+kk,2021,3,10,62235,7402400
Beroun,4+kk,2021,4,9,63259,7624000
Beroun,4+kk,2021,6,18,61447,6201193
Beroun,4+kk,2021,7,12,65231,6609538
Beroun,4+kk,2021,8,7,71832,7952857
Beroun,4+kk,2021,9,8,75251,8468125
Beroun,4+kk,2021,10,3,80729,7400000
Beroun,4+kk,2021,11,4,80697,7472500
Beroun,4+kk,2021,12,6,81266,7596666
Beroun,4+kk,2022,1,5,83236,7677800
Beroun,4+kk,2022,2,6,84181,7730583
Beroun,5+1,2020,5,1,17151,5900000
Beroun,5+1,2020,6,1,17151,5900000
Beroun,5+1,2020,7,1,17151,5900000
Beroun,5+1,2020,8,1,15843,5450000
Beroun,5+1,2020,9,1,15843,5450000
Beroun,5+1,2021,11,1,81818,11700000
Beroun,5+1,2021,12,1,66477,11700000
Beroun,5+kk,2020,3,1,59615,4650000
Beroun,5+kk,2020,8,3,54727,7193333
Beroun,5+kk,2020,9,5,48091,6778000
Beroun,5+kk,2020,10,2,55115,8300000
Beroun,5+kk,2022,2,1,87647,14900000
Beroun,6 a více,2020,4,1,18437,5900000
Beroun,6 a více,2020,5,1,18437,5900000
Beroun,6 a více,2020,6,1,18437,5900000
Beroun,6 a více,2021,7,1,35000,8750000
Beroun,6 a více,2021,12,1,39960,9990000
Beroun,Atypický,2020,3,1,52433,6029900
Beroun,Atypický,2020,4,1,52433,6029900
Beroun,Atypický,2020,5,1,52433,6029900
Beroun,Atypický,2020,6,1,69888,6290000
Beroun,Atypický,2020,10,1,48507,6500000
Beroun,Atypický,2020,12,1,48507,6500000
Beroun,Atypický,2021,1,1,48507,6500000
Beroun,Atypický,2021,9,1,14753,4249000
Beroun,Atypický,2021,10,2,55773,5175000
Beroun,Atypický,2021,11,1,60714,4250000
Beroun,Atypický,2021,12,1,60714,4250000
Blansko,1+1,2020,3,6,36898,1418166
Blansko,1+1,2020,4,4,32921,1304750
Blansko,1+1,2020,5,5,36836,1463800
Blansko,1+1,2020,6,4,34454,1305000
Blansko,1+1,2020,7,5,47747,1754000
Blansko,1+1,2020,8,6,42231,1742500
Blansko,1+1,2020,9,2,45461,1820000
Blansko,1+1,2020,10,2,45580,2020000
Blansko,1+1,2020,12,2,44053,1760000
Blansko,1+1,2021,1,3,43514,1516666
Blansko,1+1,2021,2,3,44823,1573333
Blansko,1+1,2021,3,2,35091,1235000
Blansko,1+1,2021,4,4,41994,1470305
Blansko,1+1,2021,6,5,54768,1843759
Blansko,1+1,2021,7,4,49449,1515000
Blansko,1+1,2021,8,4,52430,1587500
Blansko,1+1,2021,9,5,58736,1971800
Blansko,1+1,2021,10,5,61875,2132200
Blansko,1+1,2021,11,2,62903,2225000
Blansko,1+1,2021,12,3,73622,2701666
Blansko,1+1,2022,1,3,78532,3001666
Blansko,1+1,2022,2,4,70925,3300000
Blansko,1+kk,2020,3,6,47589,1665816
Blansko,1+kk,2020,4,5,47748,1658000
Blansko,1+kk,2020,5,5,48820,1688000
Blansko,1+kk,2020,6,5,48820,1688000
Blansko,1+kk,2020,8,1,48139,2070000
Blansko,1+kk,2020,9,3,49156,2014478
Blansko,1+kk,2020,10,1,49756,2040000
Blansko,1+kk,2020,12,8,25041,979989
Blansko,1+kk,2021,1,4,31967,1227174
Blansko,1+kk,2021,2,2,18999,855943
Blansko,1+kk,2021,4,4,66377,2754590
Blansko,1+kk,2021,6,2,65234,2289842
Blansko,1+kk,2021,7,1,64285,1800000
Blansko,1+kk,2021,8,2,64582,3270580
Blansko,1+kk,2021,9,1,61689,3639660
Blansko,1+kk,2021,10,4,71672,3112365
Blansko,1+kk,2021,11,2,67257,3312780
Blansko,1+kk,2021,12,3,72334,3168949
Blansko,1+kk,2022,1,5,72614,3167149
Blansko,1+kk,2022,2,4,74911,2988313
Blansko,2+1,2020,3,11,35869,2042727
Blansko,2+1,2020,4,12,37901,2161666
Blansko,2+1,2020,5,12,34386,1979166
Blansko,2+1,2020,6,7,40080,2366428
Blansko,2+1,2020,7,6,40628,2481500
Blansko,2+1,2020,8,7,40437,2461000
Blansko,2+1,2020,9,7,42261,2536714
Blansko,2+1,2020,10,5,45757,2421800
Blansko,2+1,2020,12,6,38847,2032438
Blansko,2+1,2021,1,7,40649,2057804
Blansko,2+1,2021,2,6,44795,2396983
Blansko,2+1,2021,3,6,47640,2652916
Blansko,2+1,2021,4,5,55930,3121500
Blansko,2+1,2021,6,7,56860,3039571
Blansko,2+1,2021,7,6,48773,2611000
Blansko,2+1,2021,8,7,55904,3336107
Blansko,2+1,2021,9,6,56733,3532458
Blansko,2+1,2021,10,9,55062,3169472
Blansko,2+1,2021,11,12,51393,3130937
Blansko,2+1,2021,12,6,40898,2535250
Blansko,2+1,2022,1,6,59649,3445083
Blansko,2+1,2022,2,16,53884,3159281
Blansko,2+kk,2020,3,15,49232,2776128
Blansko,2+kk,2020,4,17,47487,2618348
Blansko,2+kk,2020,5,16,49698,2700745
Blansko,2+kk,2020,6,18,50411,2711828
Blansko,2+kk,2020,7,6,63413,3467333
Blansko,2+kk,2020,8,18,55640,2915606
Blansko,2+kk,2020,9,26,53346,2723202
Blansko,2+kk,2020,10,19,52077,2738105
Blansko,2+kk,2020,12,41,45357,2374539
Blansko,2+kk,2021,1,31,48635,2461459
Blansko,2+kk,2021,2,20,56788,2927564
Blansko,2+kk,2021,3,16,68473,4142985
Blansko,2+kk,2021,4,12,69022,3605132
Blansko,2+kk,2021,6,8,66458,3864877
Blansko,2+kk,2021,7,9,62786,3598780
Blansko,2+kk,2021,8,7,76814,4215908
Blansko,2+kk,2021,9,8,62330,3518920
Blansko,2+kk,2021,10,10,73407,4234136
Blansko,2+kk,2021,11,10,67290,3792136
Blansko,2+kk,2021,12,4,63875,3893823
Blansko,2+kk,2022,1,7,63195,3963356
Blansko,2+kk,2022,2,7,63533,4110462
Blansko,3+1,2020,3,8,34153,2564250
Blansko,3+1,2020,4,8,36743,2601625
Blansko,3+1,2020,5,4,41931,2772000
Blansko,3+1,2020,6,6,36739,2904833
Blansko,3+1,2020,7,5,36605,2915000
Blansko,3+1,2020,8,3,38597,3233333
Blansko,3+1,2020,9,6,36812,2981666
Blansko,3+1,2020,10,8,37617,3117500
Blansko,3+1,2020,12,3,32088,3079966
Blansko,3+1,2021,1,5,38197,3225980
Blansko,3+1,2021,2,3,28339,2534650
Blansko,3+1,2021,3,8,44641,2844868
Blansko,3+1,2021,4,6,37851,2957333
Blansko,3+1,2021,6,3,45175,3430000
Blansko,3+1,2021,7,3,31590,2266666
Blansko,3+1,2021,8,4,43027,3447250
Blansko,3+1,2021,9,3,50131,4133000
Blansko,3+1,2021,10,3,51751,4613333
Blansko,3+1,2021,11,6,47014,4640000
Blansko,3+1,2021,12,2,49136,5182500
Blansko,3+1,2022,1,2,52818,5185000
Blansko,3+1,2022,2,5,63485,4948000
Blansko,3+kk,2020,3,11,47315,3946541
Blansko,3+kk,2020,4,17,47485,3865906
Blansko,3+kk,2020,5,12,49996,4100141
Blansko,3+kk,2020,6,12,49410,3917617
Blansko,3+kk,2020,7,15,49033,3717360
Blansko,3+kk,2020,8,15,51627,3904426
Blansko,3+kk,2020,9,15,53776,4187807
Blansko,3+kk,2020,10,12,54913,4099333
Blansko,3+kk,2020,12,31,31411,2457971
Blansko,3+kk,2021,1,20,27725,2061861
Blansko,3+kk,2021,2,17,43765,3707594
Blansko,3+kk,2021,3,18,54396,4839740
Blansko,3+kk,2021,4,17,55543,5174098
Blansko,3+kk,2021,6,13,58009,5559485
Blansko,3+kk,2021,7,13,58512,5590023
Blansko,3+kk,2021,8,11,59519,5563163
Blansko,3+kk,2021,9,8,61463,5587900
Blansko,3+kk,2021,10,11,69622,6453715
Blansko,3+kk,2021,11,1,82432,6100000
Blansko,3+kk,2021,12,8,61467,5479673
Blansko,3+kk,2022,1,10,76567,6315776
Blansko,3+kk,2022,2,9,78793,6463199
Blansko,4+1,2020,3,1,27777,2500000
Blansko,4+1,2020,4,1,27777,2500000
Blansko,4+1,2020,5,1,27777,2500000
Blansko,4+1,2020,6,1,44505,4050000
Blansko,4+1,2020,7,1,34695,3990000
Blansko,4+1,2020,8,2,41055,3870000
Blansko,4+1,2020,9,1,45054,4100000
Blansko,4+1,2021,6,1,31093,2332040
Blansko,4+1,2021,8,1,38562,5900000
Blansko,4+1,2021,9,1,33921,5190000
Blansko,4+1,2021,11,1,60000,5400000
Blansko,4+1,2021,12,1,63000,5670000
Blansko,4+1,2022,1,1,63000,5670000
Blansko,4+1,2022,2,1,63000,5670000
Blansko,4+kk,2020,3,6,37052,5203315
Blansko,4+kk,2020,4,6,37057,5203315
Blansko,4+kk,2020,5,5,34356,5303527
Blansko,4+kk,2020,6,5,37328,4832928
Blansko,4+kk,2020,7,3,42069,5437462
Blansko,4+kk,2020,8,4,40867,5657473
Blansko,4+kk,2020,9,4,40972,5781949
Blansko,4+kk,2020,10,4,39739,5727625
Blansko,4+kk,2020,12,9,22810,3267830
Blansko,4+kk,2021,1,7,20276,2930068
Blansko,4+kk,2021,2,3,40481,6336887
Blansko,4+kk,2021,3,6,50384,5971861
Blansko,4+kk,2021,4,5,53242,7318985
Blansko,4+kk,2021,6,1,63462,9900112
Blansko,4+kk,2021,7,1,63462,9900112
Blansko,4+kk,2021,8,1,63782,9950112
Blansko,4+kk,2021,9,1,63782,9950112
Blansko,4+kk,2021,10,1,63782,9950112
Blansko,4+kk,2021,11,2,60511,7722556
Blansko,4+kk,2021,12,2,62073,7872556
Blansko,4+kk,2022,1,1,63782,9950112
Blansko,4+kk,2022,2,2,58453,7525051
Blansko,Atypický,2020,3,1,9142,3200000
Brno-město,1+1,2020,3,19,74164,3083437
Brno-město,1+1,2020,4,30,74577,3063676
Brno-město,1+1,2020,5,32,71335,2877665
Brno-město,1+1,2020,6,22,75122,3041377
Brno-město,1+1,2020,7,18,76581,3190833
Brno-město,1+1,2020,8,26,74596,3001671
Brno-město,1+1,2020,9,25,75235,2893920
Brno-město,1+1,2020,10,19,73334,3196052
Brno-město,1+1,2020,12,42,86419,3619809
Brno-město,1+1,2021,1,22,87588,3451227
Brno-město,1+1,2021,2,11,86708,3778272
Brno-město,1+1,2021,3,12,88411,3568000
Brno-město,1+1,2021,4,18,90488,3389444
Brno-město,1+1,2021,6,16,106148,4094375
Brno-město,1+1,2021,7,20,105935,4011950
Brno-město,1+1,2021,8,24,106326,3848312
Brno-město,1+1,2021,9,24,102811,3878604
Brno-město,1+1,2021,10,22,112072,4072609
Brno-město,1+1,2021,11,15,112764,4178626
Brno-město,1+1,2021,12,21,120342,4530833
Brno-město,1+1,2022,1,29,117589,4455258
Brno-město,1+1,2022,2,37,117366,4549268
Brno-město,1+kk,2020,3,49,80849,2880957
Brno-město,1+kk,2020,4,57,83819,2986087
Brno-město,1+kk,2020,5,76,84289,2852189
Brno-město,1+kk,2020,6,58,84708,3013715
Brno-město,1+kk,2020,7,13,81197,2836300
Brno-město,1+kk,2020,8,36,87001,3296594
Brno-město,1+kk,2020,9,51,87880,3263125
Brno-město,1+kk,2020,10,52,91622,3515897
Brno-město,1+kk,2020,12,60,96575,3601654
Brno-město,1+kk,2021,1,55,100899,3829882
Brno-město,1+kk,2021,2,55,101569,3851976
Brno-město,1+kk,2021,3,63,103216,3750961
Brno-město,1+kk,2021,4,48,105191,3929958
Brno-město,1+kk,2021,6,69,107539,3738561
Brno-město,1+kk,2021,7,77,111254,4099544
Brno-město,1+kk,2021,8,70,110384,4313791
Brno-město,1+kk,2021,9,73,112500,4356125
Brno-město,1+kk,2021,10,73,123163,4695902
Brno-město,1+kk,2021,11,78,124378,4605509
Brno-město,1+kk,2021,12,74,123345,4655259
Brno-město,1+kk,2022,1,85,123989,4698181
Brno-město,1+kk,2022,2,67,129897,4955201
Brno-město,2+1,2020,3,70,65140,4014644
Brno-město,2+1,2020,4,66,65920,4103182
Brno-město,2+1,2020,5,74,66672,4180215
Brno-město,2+1,2020,6,68,68661,4289593
Brno-město,2+1,2020,7,63,69294,4162710
Brno-město,2+1,2020,8,70,69101,4211084
Brno-město,2+1,2020,9,53,70725,4181339
Brno-město,2+1,2020,10,51,71428,4303113
Brno-město,2+1,2020,12,47,76313,4481721
Brno-město,2+1,2021,1,41,77712,4563226
Brno-město,2+1,2021,2,40,79039,4852600
Brno-město,2+1,2021,3,37,78497,4790433
Brno-město,2+1,2021,4,32,82166,4933657
Brno-město,2+1,2021,6,31,90445,5519470
