Název okresu,typBytu,year_num,month_num,cena_count,cena_m2_mean,cena_mean
Hlavní město Praha,5+kk,2021,1,56,103574,15390210
Hlavní město Praha,5+kk,2021,2,44,103400,15050195
Hlavní město Praha,5+kk,2021,3,47,107165,15203948
Hlavní město Praha,5+kk,2021,4,60,105437,14792304
Hlavní město Praha,5+kk,2021,6,30,103197,15075699
Hlavní město Praha,5+kk,2021,7,23,105787,14762199
Hlavní město Praha,5+kk,2021,8,23,104427,14732863
Hlavní město Praha,5+kk,2021,9,30,102711,15013327
Hlavní město Praha,5+kk,2021,10,23,100252,14714587
Hlavní město Praha,5+kk,2021,11,26,100366,14431641
Hlavní město Praha,5+kk,2021,12,24,103901,15012596
Hlavní město Praha,5+kk,2022,1,24,105935,14688340
Hlavní město Praha,5+kk,2022,2,24,109337,15135007
Hlavní město Praha,6 a více,2020,3,7,96121,15844691
Hlavní město Praha,6 a více,2020,4,7,96447,16216119
Hlavní město Praha,6 a více,2020,5,7,101174,16228976
Hlavní město Praha,6 a více,2020,6,6,111423,18200473
Hlavní město Praha,6 a více,2020,7,7,104787,14726119
Hlavní město Praha,6 a více,2020,8,7,118751,16462513
Hlavní město Praha,6 a více,2020,9,7,106101,16514548
Hlavní město Praha,6 a více,2020,10,7,106671,15928571
Hlavní město Praha,6 a více,2020,12,7,106615,15261428
Hlavní město Praha,6 a více,2021,1,7,106615,15261428
Hlavní město Praha,6 a více,2021,2,7,114214,15520771
Hlavní město Praha,6 a více,2021,3,10,109955,15163340
Hlavní město Praha,6 a více,2021,4,10,103156,14824340
Hlavní město Praha,6 a více,2021,6,14,95379,16038814
Hlavní město Praha,6 a více,2021,7,11,104011,15336218
Hlavní město Praha,6 a více,2021,8,10,96158,15685340
Hlavní město Praha,6 a více,2021,9,9,98489,15787266
Hlavní město Praha,6 a více,2021,10,9,101744,16063933
Hlavní město Praha,6 a více,2021,11,8,107176,15448175
Hlavní město Praha,6 a více,2021,12,4,91773,16898850
Hlavní město Praha,6 a více,2022,1,3,87177,16598466
Hlavní město Praha,6 a více,2022,2,2,105050,13702700
Hlavní město Praha,Atypický,2020,3,26,87149,9635036
Hlavní město Praha,Atypický,2020,4,30,92782,9762031
Hlavní město Praha,Atypický,2020,5,25,86845,10859825
Hlavní město Praha,Atypický,2020,6,6,76756,12885000
Hlavní město Praha,Atypický,2020,7,27,86491,10020087
Hlavní město Praha,Atypický,2020,8,30,84514,10522637
Hlavní město Praha,Atypický,2020,9,28,84095,11013850
Hlavní město Praha,Atypický,2020,10,32,81207,10104588
Hlavní město Praha,Atypický,2020,12,28,89565,11833727
Hlavní město Praha,Atypický,2021,1,20,96871,11090617
Hlavní město Praha,Atypický,2021,2,21,105548,11926493
Hlavní město Praha,Atypický,2021,3,22,107168,11743316
Hlavní město Praha,Atypický,2021,4,25,102552,11466054
Hlavní město Praha,Atypický,2021,6,31,101943,9573184
Hlavní město Praha,Atypický,2021,8,23,117292,9621841
Hlavní město Praha,Atypický,2021,9,20,115554,10852117
Hlavní město Praha,Atypický,2021,10,24,113904,10245931
Hlavní město Praha,Atypický,2021,11,32,120675,11071372
Hlavní město Praha,Atypický,2021,12,23,117902,12145389
Hlavní město Praha,Atypický,2022,1,22,120080,11976523
Hlavní město Praha,Atypický,2022,2,7,114435,13354285
Hodonín,1+1,2020,3,3,33736,1333333
Hodonín,1+1,2020,4,1,36363,1200000
Hodonín,1+1,2020,5,4,35964,1312500
Hodonín,1+1,2020,6,1,30000,1200000
Hodonín,1+1,2020,7,2,31937,1277500
Hodonín,1+1,2020,9,2,35706,1460000
Hodonín,1+1,2020,12,4,37522,1282500
Hodonín,1+1,2021,1,1,49444,1780000
Hodonín,1+1,2021,2,2,43326,1690000
Hodonín,1+1,2021,3,1,49444,1780000
Hodonín,1+1,2021,4,1,49444,1780000
Hodonín,1+1,2021,8,1,49750,1990000
Hodonín,1+1,2021,10,3,47615,1896666
Hodonín,1+1,2021,11,3,49857,2073666
Hodonín,1+1,2021,12,4,65718,2382475
Hodonín,1+1,2022,1,4,62687,2560500
Hodonín,1+1,2022,2,4,66440,2623000
Hodonín,1+kk,2020,3,2,51912,1305000
Hodonín,1+kk,2020,4,3,49941,1253333
Hodonín,1+kk,2020,5,2,55380,1255000
Hodonín,1+kk,2020,6,2,53380,1205000
Hodonín,1+kk,2020,7,1,42391,3900000
Hodonín,1+kk,2020,8,3,53342,1340000
Hodonín,1+kk,2020,9,2,42065,1563750
Hodonín,1+kk,2020,10,2,52265,1698750
Hodonín,1+kk,2020,12,2,41712,1224500
Hodonín,1+kk,2021,1,3,39145,1273371
Hodonín,1+kk,2021,2,3,46156,1566704
Hodonín,1+kk,2021,3,3,44537,1501937
Hodonín,1+kk,2021,4,3,41405,2042270
Hodonín,1+kk,2021,6,2,43250,2725000
Hodonín,1+kk,2021,7,2,43250,2725000
Hodonín,1+kk,2021,8,4,43232,1967500
Hodonín,1+kk,2021,9,2,43214,1210000
Hodonín,1+kk,2021,10,2,59625,2550000
Hodonín,1+kk,2021,11,1,54545,1800000
Hodonín,1+kk,2021,12,7,62190,2529142
Hodonín,1+kk,2022,1,5,66810,2563000
Hodonín,1+kk,2022,2,8,68151,2962282
Hodonín,2+1,2020,3,14,31832,1794900
Hodonín,2+1,2020,4,15,33100,1848040
Hodonín,2+1,2020,5,13,33516,1890750
Hodonín,2+1,2020,6,10,34788,2039900
Hodonín,2+1,2020,7,17,31177,1938470
Hodonín,2+1,2020,8,16,34504,2033425
Hodonín,2+1,2020,9,15,34068,1952313
Hodonín,2+1,2020,10,12,34300,2020408
Hodonín,2+1,2020,12,4,39033,2030000
Hodonín,2+1,2021,1,5,37655,2180000
Hodonín,2+1,2021,2,2,30496,1550000
Hodonín,2+1,2021,3,4,35442,1922250
Hodonín,2+1,2021,4,6,43012,2218166
Hodonín,2+1,2021,6,6,46642,2521500
Hodonín,2+1,2021,7,7,46551,2588428
Hodonín,2+1,2021,8,12,46978,2705750
Hodonín,2+1,2021,9,12,50730,2888666
Hodonín,2+1,2021,10,10,50150,2840865
Hodonín,2+1,2021,11,5,51666,3035930
Hodonín,2+1,2021,12,12,50026,2861791
Hodonín,2+1,2022,1,5,52955,3006000
Hodonín,2+1,2022,2,8,55296,3331000
Hodonín,2+kk,2020,3,3,34247,1473000
Hodonín,2+kk,2020,4,5,34705,1855800
Hodonín,2+kk,2020,5,5,35112,2205800
Hodonín,2+kk,2020,6,3,37285,2243333
Hodonín,2+kk,2020,8,5,35812,2156000
Hodonín,2+kk,2020,9,6,41996,2362500
Hodonín,2+kk,2020,10,5,41977,2495000
Hodonín,2+kk,2020,12,1,51129,3170000
Hodonín,2+kk,2021,1,2,43054,2546941
Hodonín,2+kk,2021,2,9,45968,2656431
Hodonín,2+kk,2021,3,6,42048,2634926
Hodonín,2+kk,2021,4,11,43749,2638687
Hodonín,2+kk,2021,6,10,46357,2802749
Hodonín,2+kk,2021,7,8,46714,2818437
Hodonín,2+kk,2021,8,14,47110,2713391
Hodonín,2+kk,2021,9,8,47905,2679998
Hodonín,2+kk,2021,10,4,54780,2360375
Hodonín,2+kk,2021,11,4,55189,2312875
Hodonín,2+kk,2021,12,23,62989,3023073
Hodonín,2+kk,2022,1,15,72152,3409712
Hodonín,2+kk,2022,2,26,70046,3585960
Hodonín,3+1,2020,3,14,28883,2448892
Hodonín,3+1,2020,4,17,29048,2019999
Hodonín,3+1,2020,5,23,29796,2336086
Hodonín,3+1,2020,6,19,28992,2679315
Hodonín,3+1,2020,7,20,31308,2493799
Hodonín,3+1,2020,8,26,32063,2509038
Hodonín,3+1,2020,9,12,29894,2667583
Hodonín,3+1,2020,10,14,30264,2730142
Hodonín,3+1,2020,12,8,38099,3280000
Hodonín,3+1,2021,1,4,37393,2616250
Hodonín,3+1,2021,2,9,42514,2684333
Hodonín,3+1,2021,3,5,37626,2588000
Hodonín,3+1,2021,4,10,42014,2947000
Hodonín,3+1,2021,6,12,43426,3123166
Hodonín,3+1,2021,7,10,39660,3085000
Hodonín,3+1,2021,8,9,37711,3101110
Hodonín,3+1,2021,9,11,46358,3412180
Hodonín,3+1,2021,10,11,45236,3384453
Hodonín,3+1,2021,11,11,47475,3503544
Hodonín,3+1,2021,12,12,49043,3316641
Hodonín,3+1,2022,1,12,49871,3670443
Hodonín,3+1,2022,2,21,53944,3837385
Hodonín,3+kk,2020,3,5,40551,4064446
Hodonín,3+kk,2020,4,8,38165,3693405
Hodonín,3+kk,2020,5,9,39915,3836916
Hodonín,3+kk,2020,6,6,42426,4413494
Hodonín,3+kk,2020,7,5,37805,4008393
Hodonín,3+kk,2020,8,2,27419,1615000
Hodonín,3+kk,2020,9,5,47657,3731000
Hodonín,3+kk,2020,10,6,42208,3745833
Hodonín,3+kk,2020,12,1,45049,4550000
Hodonín,3+kk,2021,1,1,45049,4550000
Hodonín,3+kk,2021,2,1,40000,3200000
Hodonín,3+kk,2021,3,3,59458,3577500
Hodonín,3+kk,2021,4,8,49558,3270750
Hodonín,3+kk,2021,6,6,44972,3406166
Hodonín,3+kk,2021,7,7,45052,3472428
Hodonín,3+kk,2021,8,4,47179,3458250
Hodonín,3+kk,2021,9,3,54225,5361000
Hodonín,3+kk,2021,10,5,58792,5515532
Hodonín,3+kk,2021,11,1,36961,2883000
Hodonín,3+kk,2021,12,7,51357,4063472
Hodonín,3+kk,2022,1,6,57117,5005251
Hodonín,3+kk,2022,2,8,57022,4726091
Hodonín,4+1,2020,3,5,25024,2351800
Hodonín,4+1,2020,4,5,24478,2302000
Hodonín,4+1,2020,5,4,27296,2352500
Hodonín,4+1,2020,7,1,46581,5450000
Hodonín,4+1,2020,8,2,38243,4325000
Hodonín,4+1,2020,9,2,31852,2935000
Hodonín,4+1,2020,10,1,29906,3200000
Hodonín,4+1,2021,2,1,39924,3393600
Hodonín,4+1,2021,3,1,39924,3393600
Hodonín,4+1,2021,4,2,39527,3496800
Hodonín,4+1,2021,7,1,28738,3190000
Hodonín,4+1,2021,8,2,37274,3519000
Hodonín,4+1,2021,9,2,37043,3545000
Hodonín,4+1,2021,10,1,44571,3432000
Hodonín,4+1,2021,11,3,41498,3926666
Hodonín,4+1,2021,12,2,38952,3316000
Hodonín,4+1,2022,1,3,45746,3694000
Hodonín,4+1,2022,2,2,46784,3849500
Hodonín,4+kk,2020,12,1,20000,2800000
Hodonín,4+kk,2021,2,3,38845,4689987
Hodonín,4+kk,2021,3,1,38333,5750000
Hodonín,4+kk,2021,4,1,31171,3990000
Hodonín,4+kk,2021,6,1,39285,3850000
Hodonín,4+kk,2021,7,1,39285,3850000
Hodonín,4+kk,2021,8,1,29679,3799000
Hodonín,4+kk,2021,12,2,49082,4350000
Hodonín,4+kk,2022,1,2,49082,4350000
Hodonín,4+kk,2022,2,4,52685,5226250
Hodonín,5+1,2020,3,1,25882,5720000
Hodonín,5+1,2020,4,1,25882,5720000
Hodonín,5+1,2020,5,1,25882,5720000
Hodonín,5+1,2020,6,1,25882,5720000
Hodonín,5+1,2020,7,1,25882,5720000
Hodonín,5+1,2020,8,1,25882,5720000
Hodonín,5+1,2020,9,1,25882,5720000
Hodonín,5+1,2020,10,1,25882,5720000
Hodonín,5+1,2021,1,1,25068,5515000
Hodonín,5+1,2021,2,1,25068,5515000
Hodonín,5+1,2021,3,1,25068,5515000
Hodonín,5+1,2021,11,1,48148,6500000
Hodonín,5+1,2021,12,1,46296,6250000
Hodonín,5+1,2022,1,2,44639,5575000
Hodonín,Atypický,2020,4,1,25882,5720000
Hradec Králové,1+1,2020,3,8,59511,2219375
Hradec Králové,1+1,2020,4,8,62579,2151250
Hradec Králové,1+1,2020,5,10,59069,2153000
Hradec Králové,1+1,2020,6,5,63062,2106000
Hradec Králové,1+1,2020,7,10,60103,1992000
Hradec Králové,1+1,2020,8,8,58916,2157500
Hradec Králové,1+1,2020,9,4,58704,2220000
Hradec Králové,1+1,2020,10,5,62939,2339800
Hradec Králové,1+1,2020,12,3,67971,2220000
Hradec Králové,1+1,2021,1,1,68750,2200000
Hradec Králové,1+1,2021,2,1,68750,2200000
Hradec Králové,1+1,2021,4,2,57436,1995000
Hradec Králové,1+1,2021,6,1,68918,2550000
Hradec Králové,1+1,2021,7,3,75936,2843333
Hradec Králové,1+1,2021,8,2,81269,3250000
Hradec Králové,1+1,2021,9,1,77173,3550000
Hradec Králové,1+1,2021,10,3,91534,3326666
Hradec Králové,1+1,2021,11,7,94639,3394000
Hradec Králové,1+1,2021,12,4,101048,3994750
Hradec Králové,1+1,2022,1,4,93805,4040000
Hradec Králové,1+1,2022,2,1,115192,5990000
Hradec Králové,1+kk,2020,3,12,68730,2619624
Hradec Králové,1+kk,2020,4,25,64491,2558019
Hradec Králové,1+kk,2020,5,23,65551,2642964
Hradec Králové,1+kk,2020,6,20,64820,2611959
Hradec Králové,1+kk,2020,7,17,60324,2422763
Hradec Králové,1+kk,2020,8,16,61329,2273903
Hradec Králové,1+kk,2020,9,12,62622,2306179
Hradec Králové,1+kk,2020,10,8,58802,1856750
Hradec Králové,1+kk,2020,12,2,58704,2790000
Hradec Králové,1+kk,2021,1,4,66574,3085000
Hradec Králové,1+kk,2021,2,3,60590,2910000
Hradec Králové,1+kk,2021,4,3,77480,3018666
Hradec Králové,1+kk,2021,6,9,93905,2661666
Hradec Králové,1+kk,2021,7,9,89138,2672333
Hradec Králové,1+kk,2021,8,7,86300,2920142
Hradec Králové,1+kk,2021,9,6,95665,3206000
Hradec Králové,1+kk,2021,10,5,97662,3108000
Hradec Králové,1+kk,2021,11,5,94320,3168000
Hradec Králové,1+kk,2021,12,5,97723,3135800
Hradec Králové,1+kk,2022,1,8,105890,3172250
Hradec Králové,1+kk,2022,2,7,104197,3552142
Hradec Králové,2+1,2020,3,20,48659,3000310
Hradec Králové,2+1,2020,4,29,46513,2986575
Hradec Králové,2+1,2020,5,23,49128,2883820
Hradec Králové,2+1,2020,6,23,45857,2781463
Hradec Králové,2+1,2020,7,15,44272,2640600
Hradec Králové,2+1,2020,8,20,42134,2423683
Hradec Králové,2+1,2020,9,21,44583,2626523
Hradec Králové,2+1,2020,10,16,47695,2820812
Hradec Králové,2+1,2020,12,18,52744,3244055
Hradec Králové,2+1,2021,1,10,42601,2744900
Hradec Králové,2+1,2021,2,4,46817,2758500
Hradec Králové,2+1,2021,3,5,55839,3553000
Hradec Králové,2+1,2021,4,5,61044,3448000
Hradec Králové,2+1,2021,6,7,66671,4067000
Hradec Králové,2+1,2021,7,6,62842,3986750
Hradec Králové,2+1,2021,8,8,63855,3851875
Hradec Králové,2+1,2021,9,9,64951,3864444
Hradec Králové,2+1,2021,10,11,68895,4025727
Hradec Králové,2+1,2021,11,7,69020,4194285
Hradec Králové,2+1,2021,12,6,79792,4593333
Hradec Králové,2+1,2022,1,4,82349,4885000
Hradec Králové,2+1,2022,2,13,79490,4966153
Hradec Králové,2+kk,2020,3,21,54876,3167729
Hradec Králové,2+kk,2020,4,32,55662,3444322
Hradec Králové,2+kk,2020,5,36,58750,3506455
Hradec Králové,2+kk,2020,6,28,57495,3481321
Hradec Králové,2+kk,2020,7,24,59720,3725100
Hradec Králové,2+kk,2020,8,10,57902,3269641
Hradec Králové,2+kk,2020,9,21,90066,3836683
Hradec Králové,2+kk,2020,10,13,59905,3693000
Hradec Králové,2+kk,2020,12,5,60988,3839600
Hradec Králové,2+kk,2021,1,7,70672,4443714
Hradec Králové,2+kk,2021,2,6,62614,3348166
Hradec Králové,2+kk,2021,3,10,69432,3477000
Hradec Králové,2+kk,2021,4,11,70752,3393363
Hradec Králové,2+kk,2021,6,9,72083,4693777
Hradec Králové,2+kk,2021,7,12,74595,4104500
Hradec Králové,2+kk,2021,8,10,81387,4383000
Hradec Králové,2+kk,2021,9,8,73859,4275875
Hradec Králové,2+kk,2021,10,6,87467,4883333
Hradec Králové,2+kk,2021,11,7,82000,3981428
Hradec Králové,2+kk,2021,12,9,83989,4644634
Hradec Králové,2+kk,2022,1,10,85093,4545000
Hradec Králové,2+kk,2022,2,13,87552,4883846
Hradec Králové,3+1,2020,3,43,42472,3126000
Hradec Králové,3+1,2020,4,41,42426,3146585
Hradec Králové,3+1,2020,5,48,43805,3308291
Hradec Králové,3+1,2020,6,37,44203,3482648
Hradec Králové,3+1,2020,7,19,44194,3633263
Hradec Králové,3+1,2020,8,31,45713,3561354
Hradec Králové,3+1,2020,9,26,46161,3524192
Hradec Králové,3+1,2020,10,25,47701,3874920
Hradec Králové,3+1,2020,12,14,50765,3965714
Hradec Králové,3+1,2021,1,12,48472,3968333
Hradec Králové,3+1,2021,2,15,55621,4598600
Hradec Králové,3+1,2021,3,7,57299,4919857
Hradec Králové,3+1,2021,4,13,59935,5083076
Hradec Králové,3+1,2021,6,18,57557,5098055
Hradec Králové,3+1,2021,7,22,59178,5120636
Hradec Králové,3+1,2021,8,29,64010,5034310
Hradec Králové,3+1,2021,9,23,60484,4498391
Hradec Králové,3+1,2021,10,26,65859,4693884
Hradec Králové,3+1,2021,11,24,67714,5018291
Hradec Králové,3+1,2021,12,18,76143,5614388
Hradec Králové,3+1,2022,1,24,74337,5603250
Hradec Králové,3+1,2022,2,35,72079,5462514
Hradec Králové,3+kk,2020,3,31,50459,3803696
Hradec Králové,3+kk,2020,4,39,50666,4279912
Hradec Králové,3+kk,2020,5,39,50941,4467194
Hradec Králové,3+kk,2020,6,30,53466,4798152
Hradec Králové,3+kk,2020,7,29,53792,4541951
Hradec Králové,3+kk,2020,8,27,55438,4502465
Hradec Králové,3+kk,2020,9,21,56935,4776190
Hradec Králové,3+kk,2020,10,13,56757,4374692
Hradec Králové,3+kk,2020,12,9,52965,4530816
Hradec Králové,3+kk,2021,1,9,49708,4338077
Hradec Králové,3+kk,2021,2,8,50674,4416931
Hradec Králové,3+kk,2021,3,9,59677,4969716
Hradec Králové,3+kk,2021,4,7,66021,5143428
Hradec Králové,3+kk,2021,6,15,65560,5276866
Hradec Králové,3+kk,2021,7,16,63454,5344624
Hradec Králové,3+kk,2021,8,8,60720,5359999
Hradec Králové,3+kk,2021,9,12,62449,4870333
Hradec Králové,3+kk,2021,10,13,65188,6064846
Hradec Králové,3+kk,2021,11,6,57072,5675000
Hradec Králové,3+kk,2021,12,19,65165,5411684
Hradec Králové,3+kk,2022,1,14,71623,5602214
Hradec Králové,3+kk,2022,2,16,70698,5671861
Hradec Králové,4+1,2020,3,11,43988,4304454
Hradec Králové,4+1,2020,4,12,45606,4517416
Hradec Králové,4+1,2020,5,9,46357,4234444
Hradec Králové,4+1,2020,6,11,45533,3923818
Hradec Králové,4+1,2020,7,10,46721,4185900
Hradec Králové,4+1,2020,8,11,45621,4327272
Hradec Králové,4+1,2020,9,5,42340,4027800
Hradec Králové,4+1,2020,10,6,48346,4091666
Hradec Králové,4+1,2020,12,3,53955,4926666
Hradec Králové,4+1,2021,1,3,46835,4793333
Hradec Králové,4+1,2021,2,4,46821,4410000
Hradec Králové,4+1,2021,3,4,57379,5359750
Hradec Králové,4+1,2021,4,4,57747,4799750
Hradec Králové,4+1,2021,6,3,59831,5103333
Hradec Králové,4+1,2021,7,3,59831,5103333
Hradec Králové,4+1,2021,8,3,68082,6016333
Hradec Králové,4+1,2021,9,3,68082,6016333
Hradec Králové,4+1,2021,10,5,56685,4879800
Hradec Králové,4+1,2021,11,2,54301,5050000
Hradec Králové,4+1,2021,12,4,63576,7397500
Hradec Králové,4+1,2022,1,4,63576,7397500
Hradec Králové,4+1,2022,2,4,66158,7920000
Hradec Králové,4+kk,2020,3,7,60752,6248428
Hradec Králové,4+kk,2020,4,9,60697,6734888
Hradec Králové,4+kk,2020,5,10,59571,6715400
Hradec Králové,4+kk,2020,6,10,55904,6168900
Hradec Králové,4+kk,2020,7,6,57572,6810000
Hradec Králové,4+kk,2020,8,9,55675,6160555
Hradec Králové,4+kk,2020,9,6,56197,6489166
Hradec Králové,4+kk,2020,10,7,57333,7477142
Hradec Králové,4+kk,2020,12,9,48250,5305022
Hradec Králové,4+kk,2021,1,10,56209,6269000
Hradec Králové,4+kk,2021,2,6,58977,6680000
Hradec Králové,4+kk,2021,3,6,59472,7703166
Hradec Králové,4+kk,2021,4,3,62935,6993000
Hradec Králové,4+kk,2021,6,4,67818,7026250
Hradec Králové,4+kk,2021,7,4,70501,7801250
Hradec Králové,4+kk,2021,8,5,67256,7904000
Hradec Králové,4+kk,2021,9,4,67820,7442500
Hradec Králové,4+kk,2021,10,6,57562,6408333
Hradec Králové,4+kk,2021,11,2,42042,5290000
Hradec Králové,4+kk,2021,12,2,75576,8845000
Hradec Králové,4+kk,2022,1,2,75576,8845000
Hradec Králové,4+kk,2022,2,1,56704,4990000
Hradec Králové,5+1,2020,3,2,43109,4644500
Hradec Králové,5+1,2021,2,1,49900,4990000
Hradec Králové,5+1,2021,3,1,49900,4990000
Hradec Králové,5+1,2021,4,1,66479,6515000
Hradec Králové,5+1,2021,6,2,55453,5300000
Hradec Králové,5+1,2021,7,2,55453,5300000
Hradec Králové,5+1,2021,8,1,60596,9150000
Hradec Králové,5+1,2022,1,1,74361,6990000
Hradec Králové,5+kk,2020,3,1,35170,4115000
Hradec Králové,5+kk,2020,4,1,35170,4115000
Hradec Králové,5+kk,2020,5,1,35170,4115000
Hradec Králové,5+kk,2020,9,1,59185,7990000
Hradec Králové,5+kk,2020,12,2,26040,3199133
Hradec Králové,5+kk,2021,1,2,38953,4710000
Hradec Králové,5+kk,2021,2,1,34170,3998000
Hradec Králové,5+kk,2021,3,1,34170,3998000
Hradec Králové,5+kk,2021,4,1,34128,3993068
Hradec Králové,5+kk,2021,9,1,75132,8490000
Hradec Králové,5+kk,2021,10,2,72454,10350000
Hradec Králové,5+kk,2021,11,2,71082,10195000
Hradec Králové,5+kk,2021,12,1,75882,12900000
Hradec Králové,5+kk,2022,1,1,75882,12900000
Hradec Králové,5+kk,2022,2,1,75882,12900000
Hradec Králové,Atypický,2020,3,1,37815,4500000
Hradec Králové,Atypický,2020,4,1,37815,4500000
Hradec Králové,Atypický,2020,5,1,37815,4500000
Hradec Králové,Atypický,2020,6,1,37815,4500000
Hradec Králové,Atypický,2020,7,1,37815,4500000
Hradec Králové,Atypický,2020,8,1,37815,4500000
Hradec Králové,Atypický,2020,9,1,37815,4500000
Hradec Králové,Atypický,2020,10,2,38445,4575000
Hradec Králové,Atypický,2020,12,1,56497,10000000
Hradec Králové,Atypický,2021,2,1,56497,10000000
Hradec Králové,Atypický,2021,3,2,45853,7095000
Hradec Králové,Atypický,2021,4,2,63888,5520000
Hradec Králové,Atypický,2021,8,1,68495,8425000
Hradec Králové,Atypický,2021,9,2,77105,7212500
Hradec Králové,Atypický,2021,10,3,76697,9108333
Hradec Králové,Atypický,2021,11,3,78344,7866666
Hradec Králové,Atypický,2021,12,4,81782,7064750
Hradec Králové,Atypický,2022,1,4,81782,7064750
Hradec Králové,Atypický,2022,2,2,72891,9945000
Jablonec nad Nisou,1+1,2020,3,4,31536,1130000
Jablonec nad Nisou,1+1,2020,4,6,34666,1226666
Jablonec nad Nisou,1+1,2020,5,3,28679,1206666
Jablonec nad Nisou,1+1,2020,6,2,47760,1732500
Jablonec nad Nisou,1+1,2020,7,2,20289,880000
Jablonec nad Nisou,1+1,2020,8,6,32769,1450000
Jablonec nad Nisou,1+1,2020,9,7,33197,1287142
Jablonec nad Nisou,1+1,2020,10,4,26480,1090000
Jablonec nad Nisou,1+1,2021,2,5,43909,1558520
Jablonec nad Nisou,1+1,2021,3,7,38722,1406085
Jablonec nad Nisou,1+1,2021,4,5,37934,1434720
Jablonec nad Nisou,1+1,2021,6,3,42613,1657900
Jablonec nad Nisou,1+1,2021,7,6,42231,1638116
Jablonec nad Nisou,1+1,2021,8,7,42809,1608385
Jablonec nad Nisou,1+1,2021,9,5,46859,1750740
Jablonec nad Nisou,1+1,2021,10,7,53020,2022099
Jablonec nad Nisou,1+1,2021,11,6,50207,1945616
Jablonec nad Nisou,1+1,2021,12,2,44639,2325000
Jablonec nad Nisou,1+1,2022,1,6,43750,2001500
Jablonec nad Nisou,1+1,2022,2,5,59464,2440794
Jablonec nad Nisou,1+kk,2020,3,10,38371,1097900
Jablonec nad Nisou,1+kk,2020,4,8,39630,1147375
Jablonec nad Nisou,1+kk,2020,5,7,37117,1114000
Jablonec nad Nisou,1+kk,2020,6,4,36777,1064250
Jablonec nad Nisou,1+kk,2020,7,2,27899,779500
Jablonec nad Nisou,1+kk,2020,8,4,37693,864750
Jablonec nad Nisou,1+kk,2021,2,1,53214,1490000
Jablonec nad Nisou,1+kk,2021,3,2,40769,1060000
Jablonec nad Nisou,1+kk,2021,4,2,55833,1245000
Jablonec nad Nisou,1+kk,2021,6,2,102000,2104500
Jablonec nad Nisou,1+kk,2021,7,3,74414,2029666
Jablonec nad Nisou,1+kk,2021,8,4,94695,2883500
Jablonec nad Nisou,1+kk,2021,9,4,101650,3102780
Jablonec nad Nisou,1+kk,2021,10,6,81968,2565687
Jablonec nad Nisou,1+kk,2021,11,8,83657,2447702
Jablonec nad Nisou,1+kk,2021,12,8,82860,2360112
Jablonec nad Nisou,1+kk,2022,1,8,80487,2627640
Jablonec nad Nisou,1+kk,2022,2,11,95782,3011002
Jablonec nad Nisou,2+1,2020,3,14,30571,1941285
Jablonec nad Nisou,2+1,2020,4,13,30804,1974538
Jablonec nad Nisou,2+1,2020,5,18,30126,1814888
Jablonec nad Nisou,2+1,2020,6,14,32562,1926357
Jablonec nad Nisou,2+1,2020,7,5,37929,2060000
Jablonec nad Nisou,2+1,2020,8,17,33579,2072941
Jablonec nad Nisou,2+1,2020,9,16,34806,2120906
Jablonec nad Nisou,2+1,2020,10,20,33483,2050875
Jablonec nad Nisou,2+1,2020,12,9,38816,2340000
Jablonec nad Nisou,2+1,2021,1,10,40228,2447500
Jablonec nad Nisou,2+1,2021,2,8,39603,2403125
Jablonec nad Nisou,2+1,2021,3,8,44394,2785625
Jablonec nad Nisou,2+1,2021,4,11,39555,2352181
Jablonec nad Nisou,2+1,2021,6,14,41926,2618500
Jablonec nad Nisou,2+1,2021,7,20,43545,2771450
Jablonec nad Nisou,2+1,2021,8,13,41210,2575230
Jablonec nad Nisou,2+1,2021,9,12,40539,2444083
Jablonec nad Nisou,2+1,2021,10,8,52336,2973875
Jablonec nad Nisou,2+1,2021,11,9,51889,2976777
Jablonec nad Nisou,2+1,2021,12,12,47241,2885000
Jablonec nad Nisou,2+1,2022,1,14,47018,2907142
Jablonec nad Nisou,2+1,2022,2,20,48718,3220950
Jablonec nad Nisou,2+kk,2020,3,9,46049,2576081
Jablonec nad Nisou,2+kk,2020,4,13,43193,2375769
Jablonec nad Nisou,2+kk,2020,5,16,43037,2373062
Jablonec nad Nisou,2+kk,2020,6,12,44865,2560000
Jablonec nad Nisou,2+kk,2020,7,8,35640,1604875
Jablonec nad Nisou,2+kk,2020,8,7,42291,1811571
Jablonec nad Nisou,2+kk,2020,9,11,45259,1856727
Jablonec nad Nisou,2+kk,2020,10,10,64700,3126200
Jablonec nad Nisou,2+kk,2020,12,6,52826,2481333
Jablonec nad Nisou,2+kk,2021,1,8,41769,1730375
Jablonec nad Nisou,2+kk,2021,2,4,57926,3323000
Jablonec nad Nisou,2+kk,2021,3,2,34125,1575000
Jablonec nad Nisou,2+kk,2021,4,5,45285,2036000
Jablonec nad Nisou,2+kk,2021,6,7,57216,2456857
Jablonec nad Nisou,2+kk,2021,7,8,56211,2849749
Jablonec nad Nisou,2+kk,2021,8,8,55404,2599624
Jablonec nad Nisou,2+kk,2021,9,10,70758,3441644
Jablonec nad Nisou,2+kk,2021,10,21,86682,3850282
Jablonec nad Nisou,2+kk,2021,11,16,88264,4379183
Jablonec nad Nisou,2+kk,2021,12,13,108867,5502289
Jablonec nad Nisou,2+kk,2022,1,10,100349,5031071
